"","Trait.1","genetic.value"
"11468",155.27,147.642529632617
"11469",138.62,146.795304538557
"11470",137.18,144.565337470194
"11471",157.67,146.662254838125
"11472",148.14,145.64301894865
"11473",158.09,150.492557192822
"11474",153.82,147.439903496442
"11475",139.2,145.605113518516
"11476",148.13,142.217232769299
"11477",149.35,144.11737110647
"11478",151.96,152.527633242321
"11479",139.7,146.376720765219
"11480",152.45,148.859238385421
"11481",155.31,148.68667222226
"11482",146.8,146.533303991162
"11483",161.07,152.120761135228
"11484",148.8,151.66707471864
"11485",144.89,142.374709890233
"11486",139.31,141.722406396088
"11487",153.15,149.559071245786
"11488",142.48,147.313408815734
"11489",148.59,147.774089938944
"11490",135.04,144.098509980573
"11491",149.9,147.58337516119
"11492",155.05,141.847977301106
"11493",139.66,143.263744176496
"11494",145.77,147.754417325791
"11495",143.65,145.07374169298
"11496",148.57,146.949175156212
"11497",134.66,147.290249784635
"11498",142.73,145.08001852336
"11499",161.29,149.842523540589
"11500",143.57,144.929532244101
"11501",140.46,147.816747187748
"11502",145.78,145.82271437205
"11503",149.73,143.936833389139
"11504",146.58,146.380281818849
"11505",138.27,139.637641331745
"11506",154.85,148.016479375714
"11507",149.86,152.866235878183
"11508",138.19,147.301973723425
"11509",134.73,137.931339964512
"11510",152.02,145.913747331726
"11511",145.58,151.405026038836
"11512",141.28,145.849914519176
"11513",134.29,144.642857105562
"11514",153.36,148.576917505014
"11515",140.41,145.343390111903
"11516",136.55,148.176928398901
"11517",142.22,142.642977395865
"11518",141.2,145.036802568652
"11519",149.99,152.616394906443
"11520",148.22,149.298090879467
"11521",137.76,143.232316665498
"11522",148.92,147.169314367297
"11523",134.92,143.092145408443
"11524",155.5,149.070728872662
"11525",148.94,156.090278178975
"11526",148.98,148.398259012451
"11527",155.36,145.794418483676
"11528",146.19,147.510574436866
"11529",141,143.548984324786
"11530",157.74,152.246917824326
"11531",157.05,150.98131022795
"11532",150.46,144.213728951445
"11533",144.9,148.061439417002
"11534",149.75,145.859699322282
"11535",145.2,146.698680544855
"11536",143.96,144.385808420457
"11537",138.08,150.196307277011
"11538",157.16,152.321521441755
"11539",153.87,150.286086833103
"11540",140.2,144.720451830709
"11541",147.63,145.782443057229
"11542",160.91,150.198255910472
"11543",141.57,148.329342618332
"11544",148.98,147.150971107812
"11545",157.37,149.069467824624
"11546",154.87,152.897630929189
"11547",150.31,150.752373008523
"11548",141.57,149.946310163772
"11549",157.25,150.506968807351
"11550",140.25,147.900980921909
"11551",143.59,145.319334199123
"11552",145.66,147.70925744965
"11553",149.13,147.597273747547
"11554",141.62,148.769141534728
"11555",155.35,150.227611340063
"11556",144.32,147.73565320407
"11557",162.76,154.801412555894
"11558",144.85,144.952610892855
"11559",157.43,150.781618844827
"11560",145.98,144.731191746765
"11561",123.65,135.439748206159
"11562",135.67,141.513741068763
"11563",129.57,133.778260381003
"11564",146.41,145.387127898026
"11565",135.74,145.99193484578
"11566",142.6,145.591001828303
"11567",146.68,141.773086559432
"11568",142.85,139.425686292798
"11569",144.92,148.748891806768
"11570",130.61,140.174474256844
"11571",148.93,146.392114924244
"11572",141.28,146.523392420149
"11573",163.77,147.042725729627
"11574",149.86,146.753493881816
"11575",130.04,138.383983807448
"11576",145.08,143.468488885672
"11577",162.03,149.400540651541
"11578",141.99,143.003695431474
"11579",143.17,146.07807984314
"11580",158.26,152.301617687125
"11581",137.02,143.411744311464
"11582",138.74,143.531458066788
"11583",158.42,151.984570897857
"11584",152.48,145.033443127476
"11585",152.47,141.520857407616
"11586",153.93,149.502232974843
"11587",150.2,148.857635169498
"11588",157.05,146.327127536178
"11589",154.77,149.313956275694
"11590",141.18,134.408428161664
"11591",147.08,140.659308856299
"11592",126.8,136.721383617231
"11593",152.58,146.279897274098
"11594",131.29,140.203560827851
"11595",143.62,142.78322195428
"11596",151.28,149.021937131914
"11597",149.12,147.660168036347
"11598",148.06,145.080226405016
"11599",155.92,156.834397724325
"11600",144.2,147.982452813445
"11601",140.15,147.736976240258
"11602",149.95,148.615010577933
"11603",146.81,144.626733204556
"11604",156.57,146.231220743579
"11605",147.57,145.122230828535
"11606",161.09,152.195463152439
"11607",141.41,143.53042707708
"11608",141.22,146.801586874219
"11609",142.79,143.000285869482
"11610",152.26,149.129341576878
"11611",142.7,144.054459332482
"11612",143.23,146.52021427048
"11613",145.48,148.233417205961
"11614",144.12,146.535081130556
"11615",148.69,150.00965908683
"11616",148.54,147.4840973561
"11617",153.4,148.804357568216
"11618",161.91,152.381861769704
"11619",152.69,150.404682106867
"11620",138.96,147.113128254682
"11621",140.65,151.190447550328
"11622",151.71,154.281203863201
"11623",165.55,151.606754449808
"11624",155.73,151.170956029636
"11625",139.15,144.869592559863
"11626",142.1,148.605257103493
"11627",160.97,152.54882714536
"11628",147.11,150.18094558035
"11629",146.19,146.026391199701
"11630",166.36,153.235571325763
"11631",146.92,148.427549926809
"11632",143.59,149.542570762052
"11633",152.44,155.689423729111
"11634",143.24,146.912817471081
"11635",156.69,150.936777427075
"11636",159.11,153.337547998467
"11637",167.1,154.955415295272
"11638",147.91,147.806187389007
"11639",132.78,146.672965061989
"11640",159.23,150.279719960551
"11641",156.9,143.053876185294
"11642",137.34,144.892576498455
"11643",155.65,153.604257710085
"11644",148.17,145.597526383284
"11645",137.36,144.006071925016
"11646",146.91,148.827223686007
"11647",139.51,144.903375072014
"11648",149.66,147.176582935493
"11649",155.77,148.361093161568
"11650",160.54,152.190808248238
"11651",152.82,148.568578427273
"11652",154.04,150.334054059292
"11653",153.22,151.4781810651
"11654",143.61,149.153893234758
"11655",147.78,148.883289521234
"11656",138.33,144.843928369109
"11657",130.42,146.01168999631
"11658",141.46,146.857686999699
"11659",159.85,147.376550842405
"11660",169.4,153.191110284152
"11661",147.27,148.988040519451
"11662",162,157.953776568824
"11663",151.27,152.665966662238
"11664",160.62,154.136084660148
"11665",145.33,149.530699841107
"11666",166.9,162.663159860535
"11667",129.96,143.490076885599
"11668",134.26,143.49817246979
"11669",145.38,150.829797372254
"11670",132.78,136.84446390082
"11671",142.12,153.708562140716
"11672",133.88,142.739626121652
"11673",137.63,147.231408473761
"11674",148.33,151.976886566879
"11675",148.74,151.491533467684
"11676",155.94,148.063017165995
"11677",162.94,148.915846048656
"11678",161.54,155.0880119612
"11679",166.72,157.1905787042
"11680",160.27,150.890903296948
"11681",142.12,149.901672628136
"11682",150.21,148.475933622161
"11683",152.66,155.231568499437
"11684",141.37,142.616668393306
"11685",170.86,155.879391278051
"11686",155.27,146.387197630911
"11687",155.99,151.404537821463
"11688",141.99,145.100010679268
"11689",150.8,150.327040104439
"11690",155.63,152.470078275715
"11691",155.72,151.258759906555
"11692",158.65,154.485692431315
"11693",143.73,151.193983225832
"11694",146.88,149.84739859943
"11695",142.16,147.318783720901
"11696",155.78,150.128429952068
"11697",131.74,151.651657762179
"11698",153.16,151.468935550301
"11699",148.15,147.114139597966
"11700",159.89,149.218046713234
"11701",145.21,149.427931256781
"11702",151.28,150.075126974135
"11703",164.46,159.610711474084
"11704",150.63,146.444812917422
"11705",148.26,149.487146109401
"11706",138.37,148.196092630221
"11707",149.07,145.257388226186
"11708",168.61,154.7147474606
"11709",143.65,149.577418370366
"11710",148.19,148.005718846106
"11711",158.38,153.601055154635
"11712",142.27,145.43775316524
"11713",154.11,150.522196375605
"11714",140.35,149.023498923817
"11715",155.11,150.645240679721
"11716",161.95,149.501030804228
"11717",154.97,153.158035376758
"11718",156.41,149.989687219242
"11719",149.28,152.296623016604
"11720",153.45,153.102502052352
"11721",149.34,151.851852624782
"11722",163.83,162.194983666599
"11723",154.61,154.855982454657
"11724",129.78,141.395112657186
"11725",164.14,152.75186325581
"11726",150.51,148.204139860718
"11727",150.56,152.977420092001
"11728",144.05,145.496529966313
"11729",165.16,150.909629907289
"11730",133.73,143.804492643221
"11731",150.02,156.125645037955
"11732",162.13,159.182327031856
"11733",143.58,144.334105258238
"11734",162.69,153.399169582599
"11735",155.58,152.55734292235
"11736",157.04,148.683464967626
"11737",146.6,152.78382567008
"11738",156.78,158.968406591436
"11739",150.97,154.355515754845
"11740",151.84,146.653481523704
"11741",155.17,149.350300047122
"11742",143.18,147.500915590649
"11743",156.49,156.479637128379
"11744",155.16,155.630256292157
"11745",158.26,154.629289234785
"11746",142.05,144.353701157646
"11747",154.02,151.791343537361
"11748",150.61,156.722824016928
"11749",157.1,156.569853486662
"11750",158.73,155.5260852716
"11751",160.14,150.124130911189
"11752",164.59,155.090754336415
"11753",168.99,155.190212071628
"11754",153.28,153.487196446099
"11755",153.89,152.940226144223
"11756",161.05,158.404341108979
"11757",164.34,161.040862293128
"11758",152.6,153.201389095786
"11759",156.59,148.373467217599
"11760",143.72,149.783660660035
"11761",122.14,140.839839947327
"11762",148.56,145.749815853589
"11763",154.13,150.793349218084
"11764",151.96,147.380955061229
"11765",140.26,144.596097947419
"11766",146.62,146.460009759498
"11767",130.83,143.921727618473
"11768",122.17,140.823738556416
"11769",148.28,144.257007844666
"11770",136.59,143.06761479976
"11771",131.78,149.747296007768
"11772",137.64,145.646513572735
"11773",156.4,151.280444681794
"11774",151.68,150.085162125025
"11775",152.3,149.241717782809
"11776",153.3,150.873892826905
"11777",152.85,150.3124828449
"11778",153.91,149.405830218444
"11779",140.55,145.176909345408
"11780",166.79,156.348762846039
"11781",151.34,149.320149592643
"11782",154.65,147.77019026601
"11783",140.39,141.31956090468
"11784",152.3,149.249006976489
"11785",136.3,146.772699572263
"11786",142.48,148.09788515317
"11787",140.45,140.450864716851
"11788",137.61,149.546119132615
"11789",144.79,141.776646354858
"11790",157.98,152.309458818264
"11791",143.09,147.393691332378
"11792",152.15,153.381146628015
"11793",160.04,144.067853229446
"11794",155.53,147.35670653386
"11795",144.8,153.476406219554
"11796",152.46,153.869509006452
"11797",147.2,147.931413727838
"11798",143.85,146.116503573287
"11799",158.56,149.931817531973
"11800",161.24,153.308733642499
"11801",149.66,146.08793998482
"11802",155.43,152.561536001279
"11803",143.95,147.37369087859
"11804",150.43,145.593639873192
"11805",147.46,145.85255573876
"11806",138.4,145.963157219581
"11807",159.17,152.359454710844
"11808",134.17,139.258472897726
"11809",147.09,147.170390980021
"11810",144.66,145.337378151529
"11811",156.6,156.120800045254
"11812",138.42,143.351404716422
"11813",147.46,151.964415776155
"11814",137.45,145.829432113584
"11815",171.84,153.123317388037
"11816",145.25,146.518712506618
"11817",148.06,148.901968092953
"11818",160.58,159.107766881193
"11819",151.3,156.038981106083
"11820",147.66,151.253976193852
"11821",151.06,149.159015324929
"11822",146.21,146.656611141731
"11823",155.46,152.977668665156
"11824",159.36,154.10593144929
"11825",163.4,148.289146364906
"11826",142.3,146.702038613981
"11827",158.83,161.89425342028
"11828",158.57,158.194215012918
"11829",147.07,146.975225789536
"11830",151.27,144.612333999459
"11831",163.35,155.002573189925
"11832",143.21,149.586049210608
"11833",152.09,145.514270425738
"11834",138.67,141.50803711548
"11835",148.54,154.606205379072
"11836",150.2,148.924300164255
"11837",140.39,148.577494288555
"11838",151.09,152.389614490658
"11839",156.38,150.811055434175
"11840",142.63,145.89032777743
"11841",152.1,151.856804035378
"11842",135.28,144.418712261874
"11843",148.68,151.020348546664
"11844",144.03,146.307870819168
"11845",157.1,151.794195935667
"11846",168.29,159.722982383111
"11847",145.13,149.856151770543
"11848",160.32,161.821230513241
"11849",129.7,140.595181258629
"11850",155.71,156.236516789815
"11851",154.41,149.17203441829
"11852",144.89,139.782420513761
"11853",140.37,147.386034250022
"11854",149.74,150.273003748882
"11855",147.64,139.588222628043
"11856",143.71,144.674468544972
"11857",171.99,162.82650514852
"11858",149.55,150.623419496906
"11859",146.12,142.49323558123
"11860",134.21,146.03967753666
"11861",148.64,153.470089646644
"11862",149.25,149.000519449238
"11863",162.13,154.408393424219
"11864",164.82,152.941493826643
"11865",157.94,147.773082903159
"11866",166.93,154.751883039101
"11867",154.54,151.590721238278
"11868",147.18,153.727143495399
"11869",148.37,150.70319927381
"11870",154.57,152.231192458229
"11871",144.26,150.833794545775
"11872",142.16,141.474357640079
"11873",142.07,149.389372129054
"11874",133.99,143.240030698732
"11875",145.24,150.380247192766
"11876",160.2,156.323376993317
"11877",145.39,147.601878946914
"11878",151.81,147.649394736673
"11879",143.53,144.052908578881
"11880",155.14,153.128574705549
"11881",134.5,149.190385645669
"11882",142.84,148.424645094405
"11883",145.25,146.389947067852
"11884",145.03,148.352864474781
"11885",157.8,152.590697610886
"11886",140.82,146.172937668966
"11887",130.73,139.414752226009
"11888",166.95,158.502414490028
"11889",158.95,155.528771376519
"11890",146.39,150.435613360723
"11891",147.24,146.604138399921
"11892",147.76,151.745536546431
"11893",168.26,156.052057943569
"11894",162.05,155.605283073688
"11895",145.76,150.310114615415
"11896",154.42,151.478006389172
"11897",155.74,155.386502045004
"11898",142.27,144.699847437624
"11899",151.57,143.562234654278
"11900",152.23,152.305119175619
"11901",154.98,153.631412885607
"11902",156.8,156.274537342662
"11903",151.17,158.506500051881
"11904",142.45,145.311573832488
"11905",152.9,149.203321050492
"11906",150.02,146.85332300835
"11907",133.69,144.791911127122
"11908",142.52,148.010578777589
"11909",170.07,156.566730865378
"11910",154.89,157.897185937859
"11911",150.6,153.804208856305
"11912",153.12,150.1130762866
"11913",149.18,150.614694744493
"11914",151.34,152.876848751456
"11915",143.72,152.544287411386
"11916",159.35,152.185775916632
"11917",135.97,146.399237833888
"11918",142.24,148.256578118096
"11919",149.53,158.567404879183
"11920",152.96,146.032712279645
"11921",133.28,145.18889001635
"11922",165.91,155.930844453468
"11923",154.19,150.389616530067
"11924",138.92,145.283822722136
"11925",153.17,150.953280055741
"11926",149.44,147.839888299822
"11927",144.83,146.026205709899
"11928",149.8,156.202281642393
"11929",151.02,150.493046608881
"11930",151.59,150.124995783772
"11931",153.31,154.216057056527
"11932",154.41,155.1006671868
"11933",144.34,148.559976400966
"11934",149.86,149.771124457407
"11935",164.37,164.047631506957
"11936",153.56,148.214446316603
"11937",157.21,151.44544276355
"11938",132.92,143.953130026547
"11939",147.33,151.410520342147
"11940",146.01,148.594037367819
"11941",150.1,153.132295904407
"11942",152.2,159.225021654737
"11943",155.53,155.471838224759
"11944",166.11,158.925225094238
"11945",157.73,156.351057360645
"11946",141.8,150.521622281932
"11947",156.19,145.29536612055
"11948",143.01,146.422511597532
"11949",154.31,154.480683280278
"11950",153.51,148.408356391708
"11951",146.04,155.238493330603
"11952",151.35,150.462591567461
"11953",153.38,154.062829212411
"11954",157.02,154.326427107348
"11955",164.63,159.596599625892
"11956",145.22,147.642587078537
"11957",150.15,146.785159517353
"11958",170.64,159.307517841861
"11959",161.43,154.794297529751
"11960",155.54,149.361724396263
"11961",162.53,150.720462264665
"11962",140.88,145.993697728241
"11963",150.71,150.392178287195
"11964",155.05,151.585083772081
"11965",152.8,151.416609130024
"11966",136.88,147.30806311605
"11967",138.89,143.39267763246
"11968",151.79,155.728084248999
"11969",151,149.68853521805
"11970",141.3,147.138157716269
"11971",155.48,149.440667207655
"11972",142.63,144.847619824547
"11973",132.42,140.877594313394
"11974",152.2,151.517674726324
"11975",152.1,147.83008963113
"11976",133.9,147.711647943587
"11977",148.72,142.289693918288
"11978",140.54,147.931003175261
"11979",143.06,143.152001683632
"11980",160.68,154.322245465036
"11981",154.4,148.362929250113
"11982",145.45,142.716578726655
"11983",128.07,146.587235830577
"11984",169.73,156.616595763373
"11985",137.58,147.194432054403
"11986",151.51,152.789145297731
"11987",144.87,146.92182085695
"11988",130.9,144.184583579757
"11989",160.08,157.437021749709
"11990",145.07,143.658638006053
"11991",140.27,145.328275664847
"11992",155.85,150.730269084132
"11993",150.47,150.479790256058
"11994",147.41,150.857131179822
"11995",146.5,149.039194568964
"11996",146.9,146.644333904834
"11997",134.87,147.571536006214
"11998",139.85,144.733100421731
"11999",159.42,148.120332885061
"12000",156.09,148.566983015293
"12001",154.99,148.602996852735
"12002",141.92,151.985833420866
"12003",163.83,151.96262384864
"12004",146,153.019333701228
"12005",166.42,156.41306022177
"12006",143.62,142.90082833272
"12007",148.56,151.079204597599
"12008",161.78,149.8397067942
"12009",145.23,152.488719643486
"12010",144.94,145.158174799921
"12011",163.18,155.827381082691
"12012",141.79,144.390062571854
"12013",133.76,135.7338139584
"12014",140.4,143.845434820895
"12015",138.71,144.276779537493
"12016",143.41,150.618018437333
"12017",147.67,148.313312817646
"12018",147.21,147.359568744905
"12019",129.93,134.445631080916
"12020",158.16,150.480410576222
"12021",143.28,140.600468005931
"12022",154.82,146.244174237034
"12023",142.51,140.810562854614
"12024",149.72,148.481125916604
"12025",136.81,145.510222846082
"12026",141.69,145.921589587326
"12027",148.81,144.659393117004
"12028",131.02,141.206139622272
"12029",153.6,148.722511370838
"12030",144.48,147.506426843578
"12031",141.99,148.237034057899
"12032",134.79,137.710604222723
"12033",149.28,150.862580224788
"12034",150.67,153.285848027011
"12035",148.64,148.430217775495
"12036",156.15,145.392216371611
"12037",137.09,142.69759860223
"12038",123.92,129.320908698668
"12039",157.64,154.167280170327
"12040",137.37,138.627000883468
"12041",142.66,139.849891919315
"12042",138.15,142.007660329536
"12043",158.69,150.73875294627
"12044",136.13,135.132026508157
"12045",149.93,148.08556013006
"12046",120.65,132.862462879278
"12047",173.06,155.95067763569
"12048",131.86,137.67262996192
"12049",148.07,142.808039505089
"12050",147.12,143.383617905371
"12051",127.04,137.916810900037
"12052",155.2,154.833106673607
"12053",148.63,148.682303547271
"12054",144.52,148.629986813854
"12055",152.93,144.458605854412
"12056",158.29,153.829417541601
"12057",137.89,134.574631851909
"12058",129.89,137.382303336947
"12059",144.07,142.705168946922
"12060",138.48,141.979898617061
"12061",152.19,150.33114704424
"12062",150.64,148.250027536929
"12063",144.3,152.908435277937
"12064",154.03,150.386938129005
"12065",140.94,148.313567613035
"12066",159.45,152.683462839286
"12067",157.55,152.65884380389
"12068",152.6,148.66920075869
"12069",157.02,158.749433921167
"12070",152.05,157.378211871848
"12071",153.58,149.372417468241
"12072",160.73,158.876102053108
"12073",152.07,156.779697357837
"12074",167,155.118433153981
"12075",125.05,137.790089372405
"12076",141.09,143.257522382157
"12077",153.55,154.182694486283
"12078",154.88,149.764038415288
"12079",136.04,144.257605246415
"12080",151.83,146.229243795507
"12081",155.64,152.194898159084
"12082",143.47,148.115064748249
"12083",156.5,159.535614303329
"12084",145.3,148.503241454649
"12085",157.27,155.600095460339
"12086",151.76,141.558758877656
"12087",156.38,155.100192412558
"12088",135.08,148.923315117514
"12089",164.83,149.119257159745
"12090",157.26,158.883652565245
"12091",161.3,156.891110250467
"12092",146.19,146.74491268875
"12093",140.45,145.214066004695
"12094",168.44,161.645400139751
"12095",141.67,149.731234049782
"12096",134.87,150.686336141661
"12097",135.15,138.456693475455
"12098",166.35,154.300212923397
"12099",155.17,152.533155906678
"12100",134.67,141.106945031677
"12101",140.14,147.85054081954
"12102",143.74,147.854236620584
"12103",143.81,146.883640762614
"12104",156.74,153.450481306388
"12105",138.84,145.269407234705
"12106",147.31,144.80599009198
"12107",154.44,145.375819631106
"12108",147.13,151.296104346651
"12109",162.04,157.778455674997
"12110",144.85,144.420828636048
"12111",143.86,144.242442105966
"12112",157.24,157.514158006521
"12113",145.31,146.761213164163
"12114",149.5,154.240676374689
"12115",145.09,145.808692801765
"12116",156.27,150.39860019552
"12117",144.81,150.75768585561
"12118",166.85,156.4483568275
"12119",142.57,147.790928704203
"12120",147.48,146.973976055272
"12121",145.9,143.61042264384
"12122",146.04,144.250930303592
"12123",144.73,138.438276910835
"12124",154.33,147.002340442761
"12125",139.5,140.554254439623
"12126",156.73,152.396407259357
"12127",137.38,141.530877167247
"12128",153.45,145.568278816341
"12129",129.57,141.618082191041
"12130",147.82,148.534171883685
"12131",151.84,155.074171866923
"12132",148.01,150.078350335824
"12133",151.04,150.334086924502
"12134",151.06,144.290580573415
"12135",146.01,152.154912913399
"12136",167,160.291484896497
"12137",149.72,152.994084115268
"12138",154.79,154.691718872874
"12139",125.52,139.91305822998
"12140",141.64,139.7032065323
"12141",161.52,152.200288261154
"12142",161.93,159.122211831788
"12143",145.91,147.113776969023
"12144",151.81,156.729013927204
"12145",155.53,156.298780529966
"12146",156.99,155.000350952637
"12147",146.92,147.950148134224
"12148",135.85,139.205887805883
"12149",142.58,144.849389946815
"12150",143.04,144.071518436655
"12151",149.12,144.336971740028
"12152",152.13,152.942128787
"12153",163.23,158.489964572306
"12154",142.59,152.535272727054
"12155",137.28,143.887375459508
"12156",146.47,143.796974123712
"12157",153.5,149.288637855579
"12158",141.99,138.637923951925
"12159",144.81,157.729223262623
"12160",151.1,152.851815507757
"12161",152.83,147.226118298956
"12162",135.91,141.045032945899
"12163",158.35,150.568960498509
"12164",132.49,141.869790532939
"12165",153.5,152.107153363481
"12166",138.29,145.98573771777
"12167",141.88,144.679537542325
"12168",147.35,143.698071129418
"12169",154.6,148.289570054583
"12170",150.97,148.279284304982
"12171",134.83,136.026641130997
"12172",155.74,151.632204184373
"12173",154.56,152.308404230668
"12174",141.86,145.338557188933
"12175",135.76,145.93558146273
"12176",131.75,143.682488271061
"12177",146.58,144.074739709424
"12178",154.05,151.542298285549
"12179",148.92,150.836782112813
"12180",145.08,143.022234903599
"12181",153.02,148.633047957957
"12182",142.3,141.142463212152
"12183",145.68,149.37151202758
"12184",144.19,150.754698013513
"12185",145.62,143.133404169404
"12186",154.54,151.070842231637
"12187",148.76,147.496359787614
"12188",130.71,145.188713641255
"12189",163.12,155.659012392475
"12190",164.31,156.421801424043
"12191",152.23,155.768682647952
"12192",149.99,146.703766401076
"12193",138.33,145.419855063755
"12194",146.54,154.114050297268
"12195",153.09,150.07062017274
"12196",154.13,150.804759101009
"12197",142.02,147.612011844357
"12198",165.57,158.141070431142
"12199",160.19,153.979311836795
"12200",154.78,157.826513219087
"12201",153.22,150.376018587096
"12202",140.54,148.56105368878
"12203",157.99,153.324029838975
"12204",143.68,145.898281235815
"12205",152.15,147.778724437181
"12206",145.34,150.861704533714
"12207",163.18,152.897104072207
"12208",151.57,146.209105681145
"12209",160.87,152.662316870047
"12210",143.81,146.967441031333
"12211",141.07,141.079176752609
"12212",142.46,145.332414316591
"12213",149.44,145.579165276116
"12214",146.5,142.122167094963
"12215",158.39,151.841578223862
"12216",142.04,149.674068506161
"12217",151.59,147.635677287954
"12218",148.3,147.971862980915
"12219",149.71,149.91247762837
"12220",150.9,145.76314571559
"12221",139.29,146.180048531389
"12222",151.59,149.01028656989
"12223",155.49,153.862250093
"12224",152.6,153.46546938133
"12225",156.41,154.391228848217
"12226",159.17,154.196108742197
"12227",164.64,154.842882549979
"12228",145.68,146.037417999982
"12229",139.37,143.141287981157
"12230",158.18,152.272772940004
"12231",176.45,157.879863517687
"12232",140.01,142.480197827228
"12233",148.13,148.326824210496
"12234",143.7,146.76835402826
"12235",139.55,146.325207126689
"12236",146.15,150.816297012123
"12237",160.34,154.412428434037
"12238",155.08,152.761804601914
"12239",148.87,150.981876356755
"12240",146.7,149.856944281817
"12241",140.01,146.974746195589
"12242",146.86,146.422665104262
"12243",153.48,157.220139331928
"12244",164.32,162.252027546908
"12245",150.94,150.371759784899
"12246",150.71,147.185889413791
"12247",135.13,146.142886479691
"12248",132.44,144.144467499785
"12249",139.15,142.035866686421
"12250",152.74,150.540133091649
"12251",143.81,143.531912832922
"12252",153.46,150.820632433255
"12253",149.63,151.619066866543
"12254",145.43,144.868964426404
"12255",152.19,148.005296315061
"12256",143.23,151.397638381965
"12257",153.85,154.009124738412
"12258",151.09,152.938923698526
"12259",154.69,145.204046208838
"12260",134.36,147.749437776275
"12261",149.12,150.642418143002
"12262",157.65,156.599709083333
"12263",140.98,151.788178382682
"12264",145.19,145.732822384242
"12265",154.89,145.882267282968
"12266",147.04,152.288603290254
"12267",162.81,154.193607784106
"12268",132.61,144.871007967922
"12269",148.12,146.702622419548
"12270",157.19,150.244426341069
"12271",165.36,155.831357308104
"12272",143.38,149.341145690678
"12273",150.54,151.962191833457
"12274",153.16,149.822114776047
"12275",169.57,156.748460886506
"12276",153.97,150.341797588223
"12277",149.68,144.089163642889
"12278",157.89,153.203763407758
"12279",150.39,153.148211049874
"12280",158.27,154.70180538677
"12281",143.26,145.26163634933
"12282",153.34,151.588923453721
"12283",158.9,156.207191024532
"12284",149.26,155.088923427487
"12285",132.96,138.879239529774
"12286",137.35,143.091032615756
"12287",158.17,162.697330909651
"12288",146.89,150.838004247405
"12289",161.54,150.771408130454
