"","Trait.1","Trait.1_gv","Trait2","Trait2_gv"
"186",157.37,148.992328882964,1.5737,1.48992328882964
"187",154.87,153.025466132428,1.5487,1.53025466132429
"188",150.31,150.850272231739,1.5031,1.5085027223174
"189",141.57,150.170773648457,1.4157,1.50170773648458
"190",157.25,150.586504526626,1.5725,1.50586504526626
"191",140.25,147.803156310626,1.4025,1.47803156310627
"192",143.59,145.303072652223,1.4359,1.45303072652223
"193",145.66,147.816379255042,1.4566,1.47816379255043
"194",149.13,147.748362879636,1.4913,1.47748362879636
"195",141.62,148.712376543829,1.4162,1.4871237654383
"196",155.35,150.17951322424,1.5535,1.5017951322424
"197",144.32,147.703362792368,1.4432,1.47703362792368
"198",162.76,154.745420159291,1.6276,1.54745420159292
"199",144.85,144.941112656646,1.4485,1.44941112656647
"200",157.43,150.683371749388,1.5743,1.50683371749388
"201",145.98,144.79057668892,1.4598,1.44790576688921
"202",123.65,135.538785458073,1.2365,1.35538785458074
"203",135.67,141.47040621786,1.3567,1.41470406217861
"204",129.57,133.771064097976,1.2957,1.33771064097976
"205",146.41,145.404587100808,1.4641,1.45404587100809
"206",135.74,146.075910350597,1.3574,1.46075910350598
"207",142.6,145.533434053688,1.426,1.45533434053688
"208",146.68,141.808898671915,1.4668,1.41808898671916
"209",142.85,139.439935153584,1.4285,1.39439935153584
"210",144.92,148.742222507964,1.4492,1.48742222507964
"211",130.61,140.165821936944,1.3061,1.40165821936945
"212",148.93,146.48634293916,1.4893,1.46486342939161
"213",141.28,146.563545143248,1.4128,1.46563545143249
"214",163.77,147.109431113247,1.6377,1.47109431113247
"215",149.86,146.778874213425,1.4986,1.46778874213426
"216",130.04,138.384163544848,1.3004,1.38384163544848
"217",145.08,143.417692623194,1.4508,1.43417692623194
"218",162.03,149.339971453689,1.6203,1.4933997145369
"219",141.99,142.998535848692,1.4199,1.42998535848693
"220",143.17,146.126562272565,1.4317,1.46126562272566
"221",158.26,152.29282998258,1.5826,1.5229282998258
"222",137.02,143.366429699274,1.3702,1.43366429699274
"223",138.74,143.56645842911,1.3874,1.43566458429111
"224",158.42,152.016033972035,1.5842,1.52016033972036
"225",152.48,144.984798292158,1.5248,1.44984798292159
"226",152.47,141.544285809977,1.5247,1.41544285809977
"227",153.93,149.449771932682,1.5393,1.49449771932682
"228",150.2,148.849647311886,1.502,1.48849647311887
"229",157.05,146.357972393114,1.5705,1.46357972393115
"230",154.77,149.365891758364,1.5477,1.49365891758364
"231",141.18,134.408377605041,1.4118,1.34408377605041
"232",147.08,140.680867857391,1.4708,1.40680867857391
"233",126.8,136.628367085962,1.268,1.36628367085962
"234",152.58,146.238842010955,1.5258,1.46238842010956
"235",131.29,140.116062843568,1.3129,1.40116062843569
"236",143.62,142.818513953399,1.4362,1.428185139534
"237",151.28,149.111362738027,1.5128,1.49111362738028
"238",149.12,147.639848395271,1.4912,1.47639848395271
"239",148.06,145.132316510003,1.4806,1.45132316510003
"240",155.92,156.802943034718,1.5592,1.56802943034719
"241",144.2,147.906915509412,1.442,1.47906915509413
"242",140.15,147.808978661893,1.4015,1.47808978661894
"243",149.95,148.648318701327,1.4995,1.48648318701328
"244",146.81,144.582066638916,1.4681,1.44582066638916
"245",156.57,146.160625214907,1.5657,1.46160625214907
"246",147.57,145.102328643909,1.4757,1.4510232864391
"247",161.09,152.215040625444,1.6109,1.52215040625444
"248",141.41,143.573452120364,1.4141,1.43573452120365
"249",141.22,146.763312911544,1.4122,1.46763312911545
"250",142.79,142.994362833042,1.4279,1.42994362833042
"251",152.26,149.078350040778,1.5226,1.49078350040779
"252",142.7,144.359808116865,1.427,1.44359808116865
"253",143.23,146.50433643336,1.4323,1.4650433643336
"254",145.48,148.144527555329,1.4548,1.4814452755533
"255",144.12,146.533023556441,1.4412,1.46533023556441
"256",148.69,149.964099450756,1.4869,1.49964099450756
"257",148.54,147.825711863658,1.4854,1.47825711863658
"258",153.4,148.703838588029,1.534,1.4870383858803
"259",161.91,152.302935636007,1.6191,1.52302935636008
"260",152.69,150.354240581894,1.5269,1.50354240581894
"261",138.96,147.060765277325,1.3896,1.47060765277325
"262",140.65,151.140227322872,1.4065,1.51140227322873
"263",151.71,154.238381232182,1.5171,1.54238381232182
"264",165.55,151.588946601176,1.6555,1.51588946601176
"265",155.73,151.219266106549,1.5573,1.5121926610655
"266",139.15,144.855638967096,1.3915,1.44855638967097
"267",142.1,148.594695088557,1.421,1.48594695088558
"268",160.97,152.461506806511,1.6097,1.52461506806512
"269",147.11,150.175869650478,1.4711,1.50175869650479
"270",146.19,145.951191404882,1.4619,1.45951191404882
"271",166.36,153.183576102569,1.6636,1.53183576102569
"272",146.92,148.340678131317,1.4692,1.48340678131317
"273",143.59,149.515115004325,1.4359,1.49515115004325
"274",152.44,155.624566418882,1.5244,1.55624566418882
"275",143.24,146.968074717141,1.4324,1.46968074717142
"276",156.69,150.924386795173,1.5669,1.50924386795173
"277",159.11,153.279779765899,1.5911,1.53279779765899
"278",167.1,154.947255198414,1.671,1.54947255198415
"279",147.91,147.838436291573,1.4791,1.47838436291574
"280",132.78,146.666937332697,1.3278,1.46666937332697
"281",159.23,150.23347930342,1.5923,1.5023347930342
"282",156.9,143.12889635762,1.569,1.4312889635762
"283",137.34,145.196309747787,1.3734,1.45196309747787
"284",155.65,153.609704591651,1.5565,1.53609704591652
"285",148.17,145.916942682842,1.4817,1.45916942682843
"286",137.36,143.929887118841,1.3736,1.43929887118841
"287",146.91,148.791959770431,1.4691,1.48791959770432
"288",139.51,144.887177851027,1.3951,1.44887177851027
"289",149.66,147.186144299749,1.4966,1.47186144299749
"290",155.77,148.207456361831,1.5577,1.48207456361832
"291",160.54,152.198675511255,1.6054,1.52198675511255
"292",152.82,148.541250315597,1.5282,1.48541250315598
"293",154.04,150.232669183435,1.5404,1.50232669183435
"294",153.22,151.473244456733,1.5322,1.51473244456733
"295",143.61,149.430165396654,1.4361,1.49430165396654
"296",147.78,148.927161284584,1.4778,1.48927161284584
"297",138.33,144.762082049051,1.3833,1.44762082049052
"298",130.42,145.95329252987,1.3042,1.4595329252987
"299",141.46,146.837370937808,1.4146,1.46837370937808
"300",159.85,147.302401765586,1.5985,1.47302401765586
"301",169.4,153.088132719212,1.694,1.53088132719212
"302",147.27,148.945018766514,1.4727,1.48945018766515
"303",162,157.975132294767,1.62,1.57975132294767
"304",151.27,152.75607287942,1.5127,1.52756072879421
"305",160.62,153.91932678936,1.6062,1.53919326789361
"306",145.33,149.530459919416,1.4533,1.49530459919417
"307",166.9,162.640585476424,1.669,1.62640585476424
"308",129.96,143.597268706289,1.2996,1.4359726870629
"309",134.26,143.402958423111,1.3426,1.43402958423112
"310",145.38,150.846612790199,1.4538,1.50846612790199
"311",132.78,136.600833357653,1.3278,1.36600833357654
"312",142.12,153.720301720883,1.4212,1.53720301720884
"313",133.88,142.788903699133,1.3388,1.42788903699134
"314",137.63,147.241991701504,1.3763,1.47241991701504
"315",148.33,151.987757333185,1.4833,1.51987757333186
"316",148.74,151.396662681027,1.4874,1.51396662681027
"317",155.94,148.065534658163,1.5594,1.48065534658164
"318",162.94,148.91279982813,1.6294,1.48912799828131
"319",161.54,155.091461435673,1.6154,1.55091461435673
"320",166.72,157.236776081945,1.6672,1.57236776081946
"321",160.27,150.713015499884,1.6027,1.50713015499885
"322",142.12,149.952492062991,1.4212,1.49952492062991
"323",150.21,148.553609773131,1.5021,1.48553609773131
"324",152.66,155.233127283453,1.5266,1.55233127283453
"325",141.37,142.636755146611,1.4137,1.42636755146611
"326",170.86,156.014273636592,1.7086,1.56014273636593
"327",155.27,146.404757609621,1.5527,1.46404757609622
"328",155.99,151.398399728057,1.5599,1.51398399728057
"329",141.99,145.06134893739,1.4199,1.4506134893739
"330",150.8,150.300019850028,1.508,1.50300019850029
"331",155.63,152.504624418611,1.5563,1.52504624418611
"332",155.72,151.247643042535,1.5572,1.51247643042535
"333",158.65,154.519442478396,1.5865,1.54519442478396
"334",143.73,151.241029487339,1.4373,1.51241029487339
"335",146.88,149.789275025869,1.4688,1.49789275025869
"336",142.16,147.276646592429,1.4216,1.4727664659243
"337",155.78,150.154671325091,1.5578,1.50154671325092
"338",131.74,151.733664724598,1.3174,1.51733664724598
"339",153.16,151.313608609529,1.5316,1.5131360860953
"340",148.15,147.198366247513,1.4815,1.47198366247514
"341",159.89,149.203692305279,1.5989,1.4920369230528
"342",145.21,149.431220816222,1.4521,1.49431220816222
"343",151.28,150.096671646822,1.5128,1.50096671646823
"344",164.46,159.598634924609,1.6446,1.5959863492461
"345",150.63,146.419788098458,1.5063,1.46419788098458
"346",148.26,149.472451945398,1.4826,1.49472451945399
"347",138.37,148.134465923467,1.3837,1.48134465923468
"348",149.07,145.229799560538,1.4907,1.45229799560539
"349",168.61,154.682288806414,1.6861,1.54682288806414
"350",143.65,149.540778957159,1.4365,1.49540778957159
"351",148.19,147.952814474158,1.4819,1.47952814474158
"352",158.38,153.564869697688,1.5838,1.53564869697689
"353",142.27,145.421454195669,1.4227,1.4542145419567
"354",154.11,150.481827292113,1.5411,1.50481827292113
"355",140.35,148.952822820989,1.4035,1.4895282282099
"356",155.11,150.63983491712,1.5511,1.50639834917121
"357",161.95,149.486678319667,1.6195,1.49486678319668
"358",154.97,153.095821692673,1.5497,1.53095821692673
"359",156.41,149.910400040869,1.5641,1.49910400040869
"360",149.28,152.312396109271,1.4928,1.52312396109271
"361",153.45,153.149434988963,1.5345,1.53149434988963
"362",149.34,151.820185895276,1.4934,1.51820185895276
"363",163.83,162.227334038852,1.6383,1.62227334038852
"364",154.61,154.888181559817,1.5461,1.54888181559818
"365",129.78,141.348573033952,1.2978,1.41348573033952
"366",164.14,152.696515822665,1.6414,1.52696515822666
"367",150.51,148.174109776163,1.5051,1.48174109776164
"368",150.56,152.847618882155,1.5056,1.52847618882155
"369",144.05,145.528529305951,1.4405,1.45528529305951
"370",165.16,150.953561110293,1.6516,1.50953561110293
"371",133.73,143.775847456558,1.3373,1.43775847456559
"372",150.02,156.129894151999,1.5002,1.56129894151999
"373",162.13,159.181604901967,1.6213,1.59181604901968
"374",143.58,144.303367223661,1.4358,1.44303367223662
"375",162.69,152.975329645487,1.6269,1.52975329645488
"376",155.58,152.546847133044,1.5558,1.52546847133044
"377",157.04,148.640024792857,1.5704,1.48640024792857
"378",146.6,153.084594063077,1.466,1.53084594063078
"379",156.78,158.96839852252,1.5678,1.5896839852252
"380",150.97,154.391352752001,1.5097,1.54391352752001
"381",151.84,146.739876685924,1.5184,1.46739876685925
"382",155.17,149.340323425222,1.5517,1.49340323425223
"383",143.18,147.475156560141,1.4318,1.47475156560142
"384",156.49,156.504490837535,1.5649,1.56504490837535
"385",155.16,155.568685213195,1.5516,1.55568685213195
"386",158.26,154.670269272764,1.5826,1.54670269272765
"387",142.05,144.35490319979,1.4205,1.4435490319979
"388",154.02,151.864661572148,1.5402,1.51864661572149
"389",150.61,156.66785864095,1.5061,1.5666785864095
"390",157.1,156.513978554132,1.571,1.56513978554132
"391",158.73,155.482640718641,1.5873,1.55482640718641
"392",160.14,150.106221266713,1.6014,1.50106221266714
"393",164.59,155.159665650076,1.6459,1.55159665650077
"394",168.99,155.15291383246,1.6899,1.55152913832461
"395",153.28,153.627781323461,1.5328,1.53627781323462
"396",153.89,152.972241697706,1.5389,1.52972241697707
"397",161.05,158.38166562617,1.6105,1.58381665626171
"398",164.34,161.054474131133,1.6434,1.61054474131134
"399",152.6,153.215110053431,1.526,1.53215110053432
"400",156.59,148.309521362797,1.5659,1.48309521362797
"401",143.72,149.715314024753,1.4372,1.49715314024754
"402",122.14,140.779430690543,1.2214,1.40779430690543
"403",148.56,145.856903029411,1.4856,1.45856903029412
"404",154.13,150.850274259943,1.5413,1.50850274259944
"405",151.96,147.343783138554,1.5196,1.47343783138555
"406",140.26,144.61789594682,1.4026,1.44617895946821
"407",146.62,146.427519930323,1.4662,1.46427519930324
"408",130.83,143.831676542159,1.3083,1.43831676542159
"409",122.17,140.759481546959,1.2217,1.4075948154696
"410",148.28,144.307096341568,1.4828,1.44307096341568
"411",136.59,142.984351007341,1.3659,1.42984351007341
"412",131.78,149.814759140244,1.3178,1.49814759140245
"413",137.64,145.647550058128,1.3764,1.45647550058128
"414",156.4,151.294129500725,1.564,1.51294129500725
"415",151.68,150.119541899893,1.5168,1.50119541899894
"416",152.3,149.294667214047,1.523,1.49294667214048
"417",153.3,150.961524156149,1.533,1.50961524156149
"418",152.85,150.270198249882,1.5285,1.50270198249883
"419",153.91,149.382830313035,1.5391,1.49382830313035
"420",140.55,145.238015127273,1.4055,1.45238015127273
"421",166.79,156.450847906969,1.6679,1.56450847906969
"422",151.34,149.244802130583,1.5134,1.49244802130584
"423",154.65,147.818859523508,1.5465,1.47818859523509
"424",140.39,141.345989524047,1.4039,1.41345989524048
"425",152.3,149.281508469682,1.523,1.49281508469682
"426",136.3,146.683601071872,1.363,1.46683601071873
"427",142.48,148.14309357706,1.4248,1.4814309357706
"428",140.45,140.328254800413,1.4045,1.40328254800413
"429",137.61,149.651325988495,1.3761,1.49651325988495
"430",144.79,141.718891145955,1.4479,1.41718891145955
"431",157.98,152.275993536184,1.5798,1.52275993536184
"432",143.09,147.335676453188,1.4309,1.47335676453188
"433",152.15,153.377315923985,1.5215,1.53377315923986
"434",160.04,144.091041127265,1.6004,1.44091041127265
"435",155.53,147.438222187135,1.5553,1.47438222187136
"436",144.8,153.585538570241,1.448,1.53585538570242
"437",152.46,153.845807205343,1.5246,1.53845807205343
"438",147.2,147.909179066468,1.472,1.47909179066468
"439",143.85,146.070776952568,1.4385,1.46070776952568
"440",158.56,149.975917152976,1.5856,1.49975917152977
"441",161.24,153.289279106009,1.6124,1.53289279106009
"442",149.66,146.133684059041,1.4966,1.46133684059041
"443",155.43,152.547288447932,1.5543,1.52547288447933
"444",143.95,147.427969231472,1.4395,1.47427969231472
"445",150.43,145.548278392564,1.5043,1.45548278392564
"446",147.46,145.783714649161,1.4746,1.45783714649162
"447",138.4,146.032973510463,1.384,1.46032973510463
"448",159.17,152.328178896201,1.5917,1.52328178896201
"449",134.17,139.203383751653,1.3417,1.39203383751653
"450",147.09,147.116798846698,1.4709,1.47116798846699
"451",144.66,145.427831768002,1.4466,1.45427831768002
"452",156.6,156.036960857608,1.566,1.56036960857608
"453",138.42,143.37002258027,1.3842,1.4337002258027
"454",147.46,152.047613678333,1.4746,1.52047613678334
"455",137.45,145.839453678131,1.3745,1.45839453678131
"456",171.84,153.281627640314,1.7184,1.53281627640315
"457",145.25,146.621398381297,1.4525,1.46621398381297
"458",148.06,148.958509368647,1.4806,1.48958509368647
"459",160.58,159.193297840747,1.6058,1.59193297840747
"460",151.3,155.991929329461,1.513,1.55991929329461
"461",147.66,151.329416488268,1.4766,1.51329416488268
"462",151.06,149.231287799156,1.5106,1.49231287799157
"463",146.21,146.709150828716,1.4621,1.46709150828717
"464",155.46,152.888529343779,1.5546,1.52888529343779
"465",159.36,154.001203548653,1.5936,1.54001203548654
"466",163.4,148.21573146486,1.634,1.48215731464861
"467",142.3,146.768169152821,1.423,1.46768169152821
"468",158.83,161.913245124291,1.5883,1.61913245124291
"469",158.57,158.238725252327,1.5857,1.58238725252328
"470",147.07,146.929913360806,1.4707,1.46929913360806
"471",151.27,144.750131853965,1.5127,1.44750131853966
"472",163.35,155.139920677561,1.6335,1.55139920677562
"473",143.21,149.568547891782,1.4321,1.49568547891782
"474",152.09,145.635366800334,1.5209,1.45635366800334
"475",138.67,141.38745935399,1.3867,1.4138745935399
"476",148.54,154.574045536325,1.4854,1.54574045536326
"477",150.2,148.967045289589,1.502,1.48967045289589
"478",140.39,148.580804252998,1.4039,1.48580804252999
"479",151.09,152.50094186656,1.5109,1.52500941866561
"480",156.38,150.908745405991,1.5638,1.50908745405991
"481",142.63,145.863745468989,1.4263,1.4586374546899
"482",152.1,151.817215018263,1.521,1.51817215018264
"483",135.28,144.409681547038,1.3528,1.44409681547039
"484",148.68,150.506294665799,1.4868,1.50506294665799
"485",144.03,146.395085569436,1.4403,1.46395085569437
"486",157.1,151.806718094126,1.571,1.51806718094127
"487",168.29,159.586555397179,1.6829,1.59586555397179
"488",145.13,150.069567549727,1.4513,1.50069567549727
"489",160.32,161.807791204679,1.6032,1.6180779120468
"490",129.7,140.54728616196,1.297,1.4054728616196
"491",155.71,156.379585103314,1.5571,1.56379585103315
"492",154.41,149.094787202803,1.5441,1.49094787202804
"493",144.89,139.735206763639,1.4489,1.3973520676364
"494",140.37,147.380286128655,1.4037,1.47380286128655
"495",149.74,150.33409954765,1.4974,1.5033409954765
"496",147.64,139.580014861424,1.4764,1.39580014861425
"497",143.71,144.635382049107,1.4371,1.44635382049107
"498",171.99,162.797265534853,1.7199,1.62797265534854
"499",149.55,150.018713941385,1.4955,1.50018713941386
"500",146.12,142.660412761698,1.4612,1.42660412761699
"501",134.21,146.100726871596,1.3421,1.46100726871596
"502",148.64,153.440309849487,1.4864,1.53440309849487
"503",149.25,149.021638315635,1.4925,1.49021638315636
"504",162.13,154.401261431596,1.6213,1.54401261431597
"505",164.82,152.94447677799,1.6482,1.52944476777991
"506",157.94,147.764728358684,1.5794,1.47764728358684
"507",166.93,154.844170390052,1.6693,1.54844170390052
"508",154.54,151.535779703754,1.5454,1.51535779703754
"509",147.18,153.712432600416,1.4718,1.53712432600417
"510",148.37,150.610734274111,1.4837,1.50610734274111
"511",154.57,152.188517526029,1.5457,1.5218851752603
"512",144.26,150.746621321947,1.4426,1.50746621321948
"513",142.16,141.493222184975,1.4216,1.41493222184976
"514",142.07,149.318317921234,1.4207,1.49318317921234
"515",133.99,143.154926472906,1.3399,1.43154926472907
"516",145.24,150.414835524642,1.4524,1.50414835524643
"517",160.2,156.27305629065,1.602,1.5627305629065
"518",145.39,147.689695623683,1.4539,1.47689695623684
