"","Row.names","Trait.1","Trait.1_gv","Trait2","Trait2_gv"
"81","11438",159.95,160.100509173602,1.5995,1.60100509173602
"82","11439",151.39,152.028649643996,1.5139,1.52028649643996
"83","11440",167.53,153.652364893286,1.6753,1.53652364893286
"84","11441",141.46,146.316905522126,1.4146,1.46316905522126
"85","11442",143.39,146.964053298368,1.4339,1.46964053298368
"86","11443",141.49,144.91188518322,1.4149,1.4491188518322
"87","11444",148.14,147.853446322682,1.4814,1.47853446322682
"88","11445",152.01,151.89614540922,1.5201,1.51896145409219
"89","11446",151.18,149.762977949814,1.5118,1.49762977949814
"90","11447",158.68,152.275835370364,1.5868,1.52275835370364
"91","11448",153.22,149.619870617326,1.5322,1.49619870617326
"92","11449",165.25,156.303949509987,1.6525,1.56303949509987
"93","11450",158.83,149.481224701476,1.5883,1.49481224701475
"94","11451",139.62,145.572471528886,1.3962,1.45572471528886
"95","11452",142.92,143.367096571554,1.4292,1.43367096571554
"96","11453",157.48,152.481172545259,1.5748,1.52481172545259
"97","11454",144.2,149.969663869791,1.442,1.49969663869791
"98","11455",147.32,147.597209823569,1.4732,1.47597209823569
"99","11456",145.89,145.724478892295,1.4589,1.45724478892295
"100","11457",139.93,143.114570756001,1.3993,1.43114570756002
"101","11458",138.39,144.417996365281,1.3839,1.44417996365281
"102","11459",162.31,153.701606743906,1.6231,1.53701606743906
"103","11460",144.24,149.110144622013,1.4424,1.49110144622013
"104","11461",149.56,149.064632967844,1.4956,1.49064632967844
"105","11462",145.38,143.877673352369,1.4538,1.43877673352369
"106","11463",147.61,148.035102625574,1.4761,1.48035102625574
"107","11464",161.22,152.944190022307,1.6122,1.52944190022307
"108","11465",145.64,153.616616106365,1.4564,1.53616616106365
"109","11466",139.04,142.717243053553,1.3904,1.42717243053552
"110","11467",145.3,146.99489559585,1.453,1.4699489559585
"111","11468",155.27,147.642529632617,1.5527,1.47642529632617
"112","11469",138.62,146.795304538557,1.3862,1.46795304538557
"113","11470",137.18,144.565337470194,1.3718,1.44565337470195
"114","11471",157.67,146.662254838125,1.5767,1.46662254838125
"115","11472",148.14,145.64301894865,1.4814,1.4564301894865
"116","11473",158.09,150.492557192822,1.5809,1.50492557192822
"117","11474",153.82,147.439903496442,1.5382,1.47439903496442
"118","11475",139.2,145.605113518516,1.392,1.45605113518516
"119","11476",148.13,142.217232769299,1.4813,1.42217232769299
"120","11477",149.35,144.11737110647,1.4935,1.4411737110647
"121","11478",151.96,152.527633242321,1.5196,1.52527633242321
"122","11479",139.7,146.376720765219,1.397,1.46376720765219
"123","11480",152.45,148.859238385421,1.5245,1.4885923838542
"124","11481",155.31,148.68667222226,1.5531,1.4868667222226
"125","11482",146.8,146.533303991162,1.468,1.46533303991162
"126","11483",161.07,152.120761135228,1.6107,1.52120761135228
"127","11484",148.8,151.66707471864,1.488,1.5166707471864
"128","11485",144.89,142.374709890233,1.4489,1.42374709890233
"129","11486",139.31,141.722406396088,1.3931,1.41722406396088
"130","11487",153.15,149.559071245786,1.5315,1.49559071245785
"131","11488",142.48,147.313408815734,1.4248,1.47313408815734
"132","11489",148.59,147.774089938944,1.4859,1.47774089938944
"133","11490",135.04,144.098509980573,1.3504,1.44098509980573
"134","11491",149.9,147.58337516119,1.499,1.4758337516119
"135","11492",155.05,141.847977301106,1.5505,1.41847977301106
"136","11493",139.66,143.263744176496,1.3966,1.43263744176496
"137","11494",145.77,147.754417325791,1.4577,1.4775441732579
"138","11495",143.65,145.07374169298,1.4365,1.4507374169298
"139","11496",148.57,146.949175156212,1.4857,1.46949175156212
"140","11497",134.66,147.290249784635,1.3466,1.47290249784635
"141","11498",142.73,145.08001852336,1.4273,1.4508001852336
"142","11499",161.29,149.842523540589,1.6129,1.49842523540588
"143","11500",143.57,144.929532244101,1.4357,1.44929532244101
"144","11501",140.46,147.816747187748,1.4046,1.47816747187748
"145","11502",145.78,145.82271437205,1.4578,1.4582271437205
"146","11503",149.73,143.936833389139,1.4973,1.43936833389139
"147","11504",146.58,146.380281818849,1.4658,1.46380281818849
"148","11505",138.27,139.637641331745,1.3827,1.39637641331745
"149","11506",154.85,148.016479375714,1.5485,1.48016479375714
"150","11507",149.86,152.866235878183,1.4986,1.52866235878182
"151","11508",138.19,147.301973723425,1.3819,1.47301973723425
"152","11509",134.73,137.931339964512,1.3473,1.37931339964512
"153","11510",152.02,145.913747331726,1.5202,1.45913747331726
"154","11511",145.58,151.405026038836,1.4558,1.51405026038836
"155","11512",141.28,145.849914519176,1.4128,1.45849914519176
"156","11513",134.29,144.642857105562,1.3429,1.44642857105562
"157","11514",153.36,148.576917505014,1.5336,1.48576917505014
"158","11515",140.41,145.343390111903,1.4041,1.45343390111903
"159","11516",136.55,148.176928398901,1.3655,1.48176928398901
"160","11517",142.22,142.642977395865,1.4222,1.42642977395865
"161","11518",141.2,145.036802568652,1.412,1.45036802568652
"162","11519",149.99,152.616394906443,1.4999,1.52616394906443
"163","11520",148.22,149.298090879467,1.4822,1.49298090879467
"164","11521",137.76,143.232316665498,1.3776,1.43232316665498
"165","11522",148.92,147.169314367297,1.4892,1.47169314367297
"166","11523",134.92,143.092145408443,1.3492,1.43092145408443
"167","11524",155.5,149.070728872662,1.555,1.49070728872662
"168","11525",148.94,156.090278178975,1.4894,1.56090278178975
"169","11526",148.98,148.398259012451,1.4898,1.48398259012451
"170","11527",155.36,145.794418483676,1.5536,1.45794418483676
"171","11528",146.19,147.510574436866,1.4619,1.47510574436865
"172","11529",141,143.548984324786,1.41,1.43548984324786
"173","11530",157.74,152.246917824326,1.5774,1.52246917824326
"174","11531",157.05,150.98131022795,1.5705,1.5098131022795
"175","11532",150.46,144.213728951445,1.5046,1.44213728951445
"176","11533",144.9,148.061439417002,1.449,1.48061439417002
"177","11534",149.75,145.859699322282,1.4975,1.45859699322282
"178","11535",145.2,146.698680544855,1.452,1.46698680544855
"179","11536",143.96,144.385808420457,1.4396,1.44385808420457
"180","11537",138.08,150.196307277011,1.3808,1.50196307277011
"181","11538",157.16,152.321521441755,1.5716,1.52321521441755
"182","11539",153.87,150.286086833103,1.5387,1.50286086833103
"183","11540",140.2,144.720451830709,1.402,1.44720451830709
"184","11541",147.63,145.782443057229,1.4763,1.45782443057229
"185","11542",160.91,150.198255910472,1.6091,1.50198255910472
"186","11543",141.57,148.329342618332,1.4157,1.48329342618332
"187","11544",148.98,147.150971107812,1.4898,1.47150971107812
"188","11545",157.37,149.069467824624,1.5737,1.49069467824624
"189","11546",154.87,152.897630929189,1.5487,1.52897630929189
"190","11547",150.31,150.752373008523,1.5031,1.50752373008523
"191","11548",141.57,149.946310163772,1.4157,1.49946310163772
"192","11549",157.25,150.506968807351,1.5725,1.50506968807351
"193","11550",140.25,147.900980921909,1.4025,1.47900980921908
"194","11551",143.59,145.319334199123,1.4359,1.45319334199123
"195","11552",145.66,147.70925744965,1.4566,1.4770925744965
"196","11553",149.13,147.597273747547,1.4913,1.47597273747547
"197","11554",141.62,148.769141534728,1.4162,1.48769141534728
"198","11555",155.35,150.227611340063,1.5535,1.50227611340063
"199","11556",144.32,147.73565320407,1.4432,1.4773565320407
"200","11557",162.76,154.801412555894,1.6276,1.54801412555894
"201","11558",144.85,144.952610892855,1.4485,1.44952610892855
"202","11559",157.43,150.781618844827,1.5743,1.50781618844827
"203","11560",145.98,144.731191746765,1.4598,1.44731191746765
"204","11561",123.65,135.439748206159,1.2365,1.35439748206159
"205","11562",135.67,141.513741068763,1.3567,1.41513741068763
"206","11563",129.57,133.778260381003,1.2957,1.33778260381003
"207","11564",146.41,145.387127898026,1.4641,1.45387127898026
"208","11565",135.74,145.99193484578,1.3574,1.45991934845779
"209","11566",142.6,145.591001828303,1.426,1.45591001828303
"210","11567",146.68,141.773086559432,1.4668,1.41773086559432
"211","11568",142.85,139.425686292798,1.4285,1.39425686292798
"212","11569",144.92,148.748891806768,1.4492,1.48748891806768
"213","11570",130.61,140.174474256844,1.3061,1.40174474256844
"214","11571",148.93,146.392114924244,1.4893,1.46392114924244
"215","11572",141.28,146.523392420149,1.4128,1.46523392420149
"216","11573",163.77,147.042725729627,1.6377,1.47042725729627
"217","11574",149.86,146.753493881816,1.4986,1.46753493881816
"218","11575",130.04,138.383983807448,1.3004,1.38383983807448
"219","11576",145.08,143.468488885672,1.4508,1.43468488885672
"220","11577",162.03,149.400540651541,1.6203,1.49400540651541
"221","11578",141.99,143.003695431474,1.4199,1.43003695431475
"222","11579",143.17,146.07807984314,1.4317,1.4607807984314
"223","11580",158.26,152.301617687125,1.5826,1.52301617687125
"224","11581",137.02,143.411744311464,1.3702,1.43411744311464
"225","11582",138.74,143.531458066788,1.3874,1.43531458066788
"226","11583",158.42,151.984570897857,1.5842,1.51984570897857
"227","11584",152.48,145.033443127476,1.5248,1.45033443127476
"228","11585",152.47,141.520857407616,1.5247,1.41520857407616
"229","11586",153.93,149.502232974843,1.5393,1.49502232974843
"230","11587",150.2,148.857635169498,1.502,1.48857635169498
"231","11588",157.05,146.327127536178,1.5705,1.46327127536178
"232","11589",154.77,149.313956275694,1.5477,1.49313956275694
"233","11590",141.18,134.408428161664,1.4118,1.34408428161664
"234","11591",147.08,140.659308856299,1.4708,1.40659308856299
"235","11592",126.8,136.721383617231,1.268,1.36721383617231
"236","11593",152.58,146.279897274098,1.5258,1.46279897274098
"237","11594",131.29,140.203560827851,1.3129,1.40203560827851
"238","11595",143.62,142.78322195428,1.4362,1.4278322195428
"239","11596",151.28,149.021937131914,1.5128,1.49021937131914
"240","11597",149.12,147.660168036347,1.4912,1.47660168036347
"241","11598",148.06,145.080226405016,1.4806,1.45080226405016
"242","11599",155.92,156.834397724325,1.5592,1.56834397724325
"243","11600",144.2,147.982452813445,1.442,1.47982452813446
"244","11601",140.15,147.736976240258,1.4015,1.47736976240258
"245","11602",149.95,148.615010577933,1.4995,1.48615010577933
"246","11603",146.81,144.626733204556,1.4681,1.44626733204556
"247","11604",156.57,146.231220743579,1.5657,1.46231220743579
"248","11605",147.57,145.122230828535,1.4757,1.45122230828535
"249","11606",161.09,152.195463152439,1.6109,1.52195463152439
"250","11607",141.41,143.53042707708,1.4141,1.4353042707708
"251","11608",141.22,146.801586874219,1.4122,1.46801586874218
"252","11609",142.79,143.000285869482,1.4279,1.43000285869482
"253","11610",152.26,149.129341576878,1.5226,1.49129341576878
"254","11611",142.7,144.054459332482,1.427,1.44054459332482
"255","11612",143.23,146.52021427048,1.4323,1.4652021427048
"256","11613",145.48,148.233417205961,1.4548,1.48233417205961
"257","11614",144.12,146.535081130556,1.4412,1.46535081130556
"258","11615",148.69,150.00965908683,1.4869,1.5000965908683
"259","11616",148.54,147.4840973561,1.4854,1.47484097356101
"260","11617",153.4,148.804357568216,1.534,1.48804357568216
"261","11618",161.91,152.381861769704,1.6191,1.52381861769704
"262","11619",152.69,150.404682106867,1.5269,1.50404682106867
"263","11620",138.96,147.113128254682,1.3896,1.47113128254682
"264","11621",140.65,151.190447550328,1.4065,1.51190447550328
"265","11622",151.71,154.281203863201,1.5171,1.54281203863201
"266","11623",165.55,151.606754449808,1.6555,1.51606754449808
"267","11624",155.73,151.170956029636,1.5573,1.51170956029636
"268","11625",139.15,144.869592559863,1.3915,1.44869592559864
"269","11626",142.1,148.605257103493,1.421,1.48605257103493
"270","11627",160.97,152.54882714536,1.6097,1.5254882714536
"271","11628",147.11,150.18094558035,1.4711,1.5018094558035
"272","11629",146.19,146.026391199701,1.4619,1.46026391199701
"273","11630",166.36,153.235571325763,1.6636,1.53235571325763
"274","11631",146.92,148.427549926809,1.4692,1.48427549926809
"275","11632",143.59,149.542570762052,1.4359,1.49542570762052
"276","11633",152.44,155.689423729111,1.5244,1.55689423729111
"277","11634",143.24,146.912817471081,1.4324,1.46912817471082
"278","11635",156.69,150.936777427075,1.5669,1.50936777427075
"279","11636",159.11,153.337547998467,1.5911,1.53337547998466
"280","11637",167.1,154.955415295272,1.671,1.54955415295272
"281","11638",147.91,147.806187389007,1.4791,1.47806187389007
"282","11639",132.78,146.672965061989,1.3278,1.46672965061989
"283","11640",159.23,150.279719960551,1.5923,1.50279719960551
"284","11641",156.9,143.053876185294,1.569,1.43053876185294
"285","11642",137.34,144.892576498455,1.3734,1.44892576498455
"286","11643",155.65,153.604257710085,1.5565,1.53604257710085
"287","11644",148.17,145.597526383284,1.4817,1.45597526383284
"288","11645",137.36,144.006071925016,1.3736,1.44006071925016
"289","11646",146.91,148.827223686007,1.4691,1.48827223686007
"290","11647",139.51,144.903375072014,1.3951,1.44903375072014
"291","11648",149.66,147.176582935493,1.4966,1.47176582935493
"292","11649",155.77,148.361093161568,1.5577,1.48361093161567
"293","11650",160.54,152.190808248238,1.6054,1.52190808248238
"294","11651",152.82,148.568578427273,1.5282,1.48568578427273
"295","11652",154.04,150.334054059292,1.5404,1.50334054059291
"296","11653",153.22,151.4781810651,1.5322,1.514781810651
"297","11654",143.61,149.153893234758,1.4361,1.49153893234758
"298","11655",147.78,148.883289521234,1.4778,1.48883289521234
"299","11656",138.33,144.843928369109,1.3833,1.44843928369109
"300","11657",130.42,146.01168999631,1.3042,1.4601168999631
"301","11658",141.46,146.857686999699,1.4146,1.46857686999699
"302","11659",159.85,147.376550842405,1.5985,1.47376550842405
"303","11660",169.4,153.191110284152,1.694,1.53191110284152
"304","11661",147.27,148.988040519451,1.4727,1.48988040519451
"305","11662",162,157.953776568824,1.62,1.57953776568824
"306","11663",151.27,152.665966662238,1.5127,1.52665966662238
"307","11664",160.62,154.136084660148,1.6062,1.54136084660148
"308","11665",145.33,149.530699841107,1.4533,1.49530699841107
"309","11666",166.9,162.663159860535,1.669,1.62663159860535
"310","11667",129.96,143.490076885599,1.2996,1.43490076885599
"311","11668",134.26,143.49817246979,1.3426,1.4349817246979
"312","11669",145.38,150.829797372254,1.4538,1.50829797372254
"313","11670",132.78,136.84446390082,1.3278,1.3684446390082
"314","11671",142.12,153.708562140716,1.4212,1.53708562140715
"315","11672",133.88,142.739626121652,1.3388,1.42739626121652
"316","11673",137.63,147.231408473761,1.3763,1.47231408473761
"317","11674",148.33,151.976886566879,1.4833,1.51976886566879
"318","11675",148.74,151.491533467684,1.4874,1.51491533467684
"319","11676",155.94,148.063017165995,1.5594,1.48063017165995
"320","11677",162.94,148.915846048656,1.6294,1.48915846048655
"321","11678",161.54,155.0880119612,1.6154,1.550880119612
"322","11679",166.72,157.1905787042,1.6672,1.571905787042
"323","11680",160.27,150.890903296948,1.6027,1.50890903296948
"324","11681",142.12,149.901672628136,1.4212,1.49901672628136
"325","11682",150.21,148.475933622161,1.5021,1.48475933622161
"326","11683",152.66,155.231568499437,1.5266,1.55231568499437
"327","11684",141.37,142.616668393306,1.4137,1.42616668393306
"328","11685",170.86,155.879391278051,1.7086,1.55879391278051
"329","11686",155.27,146.387197630911,1.5527,1.46387197630911
"330","11687",155.99,151.404537821463,1.5599,1.51404537821463
"331","11688",141.99,145.100010679268,1.4199,1.45100010679268
"332","11689",150.8,150.327040104439,1.508,1.50327040104439
"333","11690",155.63,152.470078275715,1.5563,1.52470078275715
"334","11691",155.72,151.258759906555,1.5572,1.51258759906555
"335","11692",158.65,154.485692431315,1.5865,1.54485692431314
"336","11693",143.73,151.193983225832,1.4373,1.51193983225832
"337","11694",146.88,149.84739859943,1.4688,1.4984739859943
"338","11695",142.16,147.318783720901,1.4216,1.47318783720901
"339","11696",155.78,150.128429952068,1.5578,1.50128429952068
"340","11697",131.74,151.651657762179,1.3174,1.51651657762179
"341","11698",153.16,151.468935550301,1.5316,1.51468935550301
"342","11699",148.15,147.114139597966,1.4815,1.47114139597966
"343","11700",159.89,149.218046713234,1.5989,1.49218046713234
"344","11701",145.21,149.427931256781,1.4521,1.49427931256781
"345","11702",151.28,150.075126974135,1.5128,1.50075126974135
"346","11703",164.46,159.610711474084,1.6446,1.59610711474083
"347","11704",150.63,146.444812917422,1.5063,1.46444812917422
"348","11705",148.26,149.487146109401,1.4826,1.49487146109401
"349","11706",138.37,148.196092630221,1.3837,1.48196092630221
"350","11707",149.07,145.257388226186,1.4907,1.45257388226186
"351","11708",168.61,154.7147474606,1.6861,1.54714747460599
"352","11709",143.65,149.577418370366,1.4365,1.49577418370366
"353","11710",148.19,148.005718846106,1.4819,1.48005718846106
"354","11711",158.38,153.601055154635,1.5838,1.53601055154635
"355","11712",142.27,145.43775316524,1.4227,1.4543775316524
"356","11713",154.11,150.522196375605,1.5411,1.50522196375605
"357","11714",140.35,149.023498923817,1.4035,1.49023498923817
"358","11715",155.11,150.645240679721,1.5511,1.50645240679721
"359","11716",161.95,149.501030804228,1.6195,1.49501030804228
"360","11717",154.97,153.158035376758,1.5497,1.53158035376758
"361","11718",156.41,149.989687219242,1.5641,1.49989687219242
"362","11719",149.28,152.296623016604,1.4928,1.52296623016604
"363","11720",153.45,153.102502052352,1.5345,1.53102502052352
"364","11721",149.34,151.851852624782,1.4934,1.51851852624782
"365","11722",163.83,162.194983666599,1.6383,1.62194983666599
"366","11723",154.61,154.855982454657,1.5461,1.54855982454656
"367","11724",129.78,141.395112657186,1.2978,1.41395112657186
"368","11725",164.14,152.75186325581,1.6414,1.5275186325581
"369","11726",150.51,148.204139860718,1.5051,1.48204139860718
"370","11727",150.56,152.977420092001,1.5056,1.52977420092001
"371","11728",144.05,145.496529966313,1.4405,1.45496529966313
"372","11729",165.16,150.909629907289,1.6516,1.50909629907289
"373","11730",133.73,143.804492643221,1.3373,1.43804492643221
"374","11731",150.02,156.125645037955,1.5002,1.56125645037954
"375","11732",162.13,159.182327031856,1.6213,1.59182327031856
"376","11733",143.58,144.334105258238,1.4358,1.44334105258238
"377","11734",162.69,153.399169582599,1.6269,1.53399169582598
"378","11735",155.58,152.55734292235,1.5558,1.5255734292235
"379","11736",157.04,148.683464967626,1.5704,1.48683464967626
"380","11737",146.6,152.78382567008,1.466,1.5278382567008
"381","11738",156.78,158.968406591436,1.5678,1.58968406591436
"382","11739",150.97,154.355515754845,1.5097,1.54355515754845
"383","11740",151.84,146.653481523704,1.5184,1.46653481523704
"384","11741",155.17,149.350300047122,1.5517,1.49350300047122
"385","11742",143.18,147.500915590649,1.4318,1.47500915590649
"386","11743",156.49,156.479637128379,1.5649,1.56479637128379
"387","11744",155.16,155.630256292157,1.5516,1.55630256292157
"388","11745",158.26,154.629289234785,1.5826,1.54629289234785
"389","11746",142.05,144.353701157646,1.4205,1.44353701157646
"390","11747",154.02,151.791343537361,1.5402,1.51791343537361
"391","11748",150.61,156.722824016928,1.5061,1.56722824016928
"392","11749",157.1,156.569853486662,1.571,1.56569853486662
"393","11750",158.73,155.5260852716,1.5873,1.555260852716
"394","11751",160.14,150.124130911189,1.6014,1.50124130911189
"395","11752",164.59,155.090754336415,1.6459,1.55090754336414
"396","11753",168.99,155.190212071628,1.6899,1.55190212071628
"397","11754",153.28,153.487196446099,1.5328,1.534871964461
"398","11755",153.89,152.940226144223,1.5389,1.52940226144224
"399","11756",161.05,158.404341108979,1.6105,1.58404341108979
"400","11757",164.34,161.040862293128,1.6434,1.61040862293127
"401","11758",152.6,153.201389095786,1.526,1.53201389095785
"402","11759",156.59,148.373467217599,1.5659,1.48373467217599
"403","11760",143.72,149.783660660035,1.4372,1.49783660660034
"404","11761",122.14,140.839839947327,1.2214,1.40839839947327
"405","11762",148.56,145.749815853589,1.4856,1.45749815853589
"406","11763",154.13,150.793349218084,1.5413,1.50793349218084
"407","11764",151.96,147.380955061229,1.5196,1.47380955061229
"408","11765",140.26,144.596097947419,1.4026,1.44596097947419
"409","11766",146.62,146.460009759498,1.4662,1.46460009759498
"410","11767",130.83,143.921727618473,1.3083,1.43921727618473
"411","11768",122.17,140.823738556416,1.2217,1.40823738556416
"412","11769",148.28,144.257007844666,1.4828,1.44257007844667
"413","11770",136.59,143.06761479976,1.3659,1.4306761479976
"414","11771",131.78,149.747296007768,1.3178,1.49747296007768
"415","11772",137.64,145.646513572735,1.3764,1.45646513572735
"416","11773",156.4,151.280444681794,1.564,1.51280444681794
"417","11774",151.68,150.085162125025,1.5168,1.50085162125025
"418","11775",152.3,149.241717782809,1.523,1.49241717782809
"419","11776",153.3,150.873892826905,1.533,1.50873892826905
"420","11777",152.85,150.3124828449,1.5285,1.503124828449
"421","11778",153.91,149.405830218444,1.5391,1.49405830218444
"422","11779",140.55,145.176909345408,1.4055,1.45176909345408
"423","11780",166.79,156.348762846039,1.6679,1.56348762846038
"424","11781",151.34,149.320149592643,1.5134,1.49320149592643
"425","11782",154.65,147.77019026601,1.5465,1.4777019026601
"426","11783",140.39,141.31956090468,1.4039,1.4131956090468
"427","11784",152.3,149.249006976489,1.523,1.49249006976489
"428","11785",136.3,146.772699572263,1.363,1.46772699572262
"429","11786",142.48,148.09788515317,1.4248,1.4809788515317
"430","11787",140.45,140.450864716851,1.4045,1.40450864716851
"431","11788",137.61,149.546119132615,1.3761,1.49546119132615
"432","11789",144.79,141.776646354858,1.4479,1.41776646354858
"433","11790",157.98,152.309458818264,1.5798,1.52309458818264
"434","11791",143.09,147.393691332378,1.4309,1.47393691332378
"435","11792",152.15,153.381146628015,1.5215,1.53381146628015
"436","11793",160.04,144.067853229446,1.6004,1.44067853229446
"437","11794",155.53,147.35670653386,1.5553,1.4735670653386
"438","11795",144.8,153.476406219554,1.448,1.53476406219554
"439","11796",152.46,153.869509006452,1.5246,1.53869509006452
"440","11797",147.2,147.931413727838,1.472,1.47931413727838
"441","11798",143.85,146.116503573287,1.4385,1.46116503573287
"442","11799",158.56,149.931817531973,1.5856,1.49931817531973
"443","11800",161.24,153.308733642499,1.6124,1.53308733642499
"444","11801",149.66,146.08793998482,1.4966,1.4608793998482
"445","11802",155.43,152.561536001279,1.5543,1.52561536001279
"446","11803",143.95,147.37369087859,1.4395,1.4737369087859
"447","11804",150.43,145.593639873192,1.5043,1.45593639873191
"448","11805",147.46,145.85255573876,1.4746,1.4585255573876
"449","11806",138.4,145.963157219581,1.384,1.45963157219581
"450","11807",159.17,152.359454710844,1.5917,1.52359454710844
"451","11808",134.17,139.258472897726,1.3417,1.39258472897726
"452","11809",147.09,147.170390980021,1.4709,1.47170390980021
"453","11810",144.66,145.337378151529,1.4466,1.45337378151529
"454","11811",156.6,156.120800045254,1.566,1.56120800045254
"455","11812",138.42,143.351404716422,1.3842,1.43351404716422
"456","11813",147.46,151.964415776155,1.4746,1.51964415776155
"457","11814",137.45,145.829432113584,1.3745,1.45829432113584
"458","11815",171.84,153.123317388037,1.7184,1.53123317388036
"459","11816",145.25,146.518712506618,1.4525,1.46518712506618
"460","11817",148.06,148.901968092953,1.4806,1.48901968092953
"461","11818",160.58,159.107766881193,1.6058,1.59107766881192
"462","11819",151.3,156.038981106083,1.513,1.56038981106083
"463","11820",147.66,151.253976193852,1.4766,1.51253976193852
"464","11821",151.06,149.159015324929,1.5106,1.49159015324929
"465","11822",146.21,146.656611141731,1.4621,1.46656611141731
"466","11823",155.46,152.977668665156,1.5546,1.52977668665156
