environment,p1,p2,block,respvar,Y2,Y3
Env1,P002,P021,C,94.3903868147105,631.604137427486,56.0594681984411
Env1,P002,P022,A,305.488087875538,307.224376005674,238.180774236459
Env1,P002,P022,B,102.795786553071,228.38067250092,212.692981766605
Env1,P002,P022,C,91.7728529067521,109.790387388841,150.009668558338
Env1,P002,P023,A,47.5043432162427,175.645245574529,413.10538646382
Env1,P002,P023,B,212.563910812047,540.90950846262,289.343171796897
Env1,P002,P023,C,243.560150862563,191.004632563697,35.8546511315568
Env1,P002,P024,A,193.016161337791,614.176378965143,169.376098107559
Env1,P002,P024,B,52.1413555299132,294.656680084053,107.534399650512
Env1,P002,P024,C,230.315268766963,574.979496666975,206.617124735184
Env1,P003,P003,A,388.254163250379,498.000535216412,236.395226147274
Env1,P003,P003,B,329.301835655525,250.527281146422,315.942202404549
Env1,P003,P003,C,58.6365092419595,318.769557170983,229.945558281445
Env1,P003,P004,A,221.992141436938,26.2779900836219,145.523642790791
Env1,P003,P004,B,190.356201230424,5.1668824921868,266.230408685189
Env1,P003,P004,C,212.199000315907,685.144292225458,151.66352690732
Env1,P003,P005,A,109.501793895366,577.992439062405,117.727044436542
Env1,P003,P005,B,615.391170506851,528.629324660185,240.53230284026
Env1,P003,P005,C,19.1962319417346,937.665991279406,124.786846383687
Env1,P003,P006,A,273.317500580083,407.523068165516,156.492954574701
Env1,P003,P006,B,240.218924114115,845.302427584872,282.205780958602
Env1,P003,P006,C,472.744409200048,384.062803339486,161.367450459115
Env1,P003,P007,A,298.247661747376,163.667984504807,321.323895618814
Env1,P003,P007,B,237.147094411225,661.102163873847,98.7406687871485
Env1,P003,P007,C,113.043693537459,354.599269454694,178.437570413003
Env1,P003,P008,A,293.517373110662,736.116202420832,416.173940644784
Env1,P003,P008,B,1057.10719108562,354.461149044982,133.474406139096
Env1,P003,P008,C,239.119938914529,188.177518523321,401.389813741548
Env1,P003,P009,A,713.808645793452,800.739706480819,0.455461785804568
Env1,P003,P009,B,9.56808771328389,493.713070864971,205.948469926852
Env1,P003,P009,C,0.744254750650495,686.433834696483,118.130072731942
Env1,P003,P010,A,407.531160347211,352.290488772815,270.859590232555
Env1,P003,P010,B,270.748987659235,50.4811076539058,85.6780534770977
Env1,P003,P010,C,549.147055248609,261.038174921926,318.575581020076
Env1,P003,P011,A,23.3444374636202,105.253645333771,123.234848763263
Env1,P003,P011,B,107.209246781982,39.0419809918382,229.87999036621
Env1,P003,P011,C,217.940894931439,307.683050869784,399.066781313759
Env1,P003,P012,A,271.171038147097,699.792748403535,164.723277943757
Env1,P003,P012,B,392.019377174689,341.237548875125,295.263375382331
Env1,P003,P012,C,99.6769053369871,179.345948114223,310.397842720149
Env1,P003,P013,A,155.246540445729,215.011719776904,71.4390856185408
Env1,P003,P013,B,6.41636963580325,376.662252123234,340.917458079096
Env1,P003,P013,C,24.5437378218114,599.929938959209,212.278190053588
Env1,P003,P014,A,334.137769237622,147.441661433461,115.806867028709
Env1,P003,P014,B,500.92127976623,134.45577615509,116.02666023837
Env1,P003,P014,C,169.145868742514,173.526891801706,114.315382716635
Env1,P003,P015,A,530.655153489763,288.854806300545,104.702129742989
Env1,P003,P015,B,288.70165886339,277.248138129185,118.171025473364
Env1,P003,P015,C,202.175224007388,410.48290320634,120.273425013614
Env1,P003,P016,A,161.787247988509,370.491084619791,125.386395174713
Env1,P003,P016,B,266.722980564478,337.339484781431,215.729879624036
Env1,P003,P016,C,92.0206958350529,1181.82940521963,295.851401606613
Env1,P003,P017,A,129.140958614734,312.632569805537,92.6799846215137
Env1,P003,P017,B,413.428184510448,695.894970476209,142.370503091015
Env1,P003,P017,C,473.349535753984,1263.64458719002,199.108477572068
Env1,P003,P018,A,293.847496006504,186.737613836104,283.334435006649
Env1,P003,P018,B,143.690285787312,115.019717256127,172.253738917238
Env1,P003,P018,C,324.435264357578,620.407086306883,181.456767376166
Env1,P003,P019,A,234.333700683193,130.377493492084,87.0122705681461
Env1,P003,P019,B,210.537049933051,230.060442492245,99.2249402035063
Env1,P003,P019,C,566.243920051296,212.65346273765,32.7472158436586
Env1,P003,P020,A,205.153329735852,384.803121940389,261.63143844375
Env1,P003,P020,B,309.519350777635,434.532560551528,79.2963825847643
Env1,P003,P020,C,298.911711570417,720.88407188153,174.668003995663
Env1,P003,P021,A,16.7053387978794,385.548742425912,121.128762188624
Env1,P003,P021,B,18.9734894660218,149.672507633172,81.1293359266112
Env1,P003,P021,C,619.541762163938,531.389567180494,170.109563270289
Env1,P003,P022,A,350.900983500835,274.023000681088,342.813416036804
Env1,P003,P022,B,63.9498768901116,301.089668408733,173.93503294806
Env1,P003,P022,C,377.008562479121,668.317272882043,49.9625524552085
Env1,P003,P023,A,89.1861527620631,326.441412131216,215.38059493308
Env1,P003,P023,B,122.153312935748,150.817931047735,336.529542402979
Env1,P003,P023,C,80.1019721476126,616.215794025805,217.233287107074
Env1,P003,P024,A,60.1534437701768,15.7940311548351,125.192013878968
Env1,P003,P024,B,4.80113422665332,136.940737295148,103.506946519723
Env1,P003,P024,C,276.650502974022,613.395602513299,353.264097062253
Env1,P004,P004,A,267.688134553114,282.829496724751,404.797635447601
Env1,P004,P004,B,50.5087235337654,63.9390676170723,36.9204940703891
Env1,P004,P004,C,468.245541021094,325.685986950954,294.541175955227
Env1,P004,P005,A,216.016361263533,17.4266718589374,77.3400799981123
Env1,P004,P005,B,449.575838487555,425.489473169104,64.3079913481693
Env1,P004,P005,C,193.126059007691,669.442868159968,22.8361414329826
Env1,P004,P006,A,332.526633426125,86.4098673588461,248.97387881959
Env1,P004,P006,B,396.716362152714,32.8666196541973,2.09435778599051
Env1,P004,P006,C,131.685622017731,65.8801886897975,167.599128756285
Env1,P004,P007,A,207.241891279143,376.131014228555,357.456548656825
Env1,P004,P007,B,321.727679667566,233.396429670483,312.777079931657
Env1,P004,P007,C,51.4849219013293,532.610466598962,292.504188062873
Env1,P004,P008,A,222.823728353138,428.252642776199,127.886667285249
Env1,P004,P008,B,635.266825897616,210.206385843673,187.132654750332
Env1,P004,P008,C,451.986087406771,415.183411554534,238.29524609413
Env1,P004,P009,A,174.511776769876,266.02223408452,160.8608121798
Env1,P004,P009,B,272.531570098942,224.557128702732,161.652131830468
Env1,P004,P009,C,44.6885716535646,127.736744078847,18.0377804972009
Env1,P004,P010,A,285.40877714252,321.907507741365,290.180260060246
Env1,P004,P010,B,632.651569725464,254.251153098708,182.523652226979
Env1,P004,P010,C,69.9251479505821,619.048697648214,195.764490188324
Env1,P004,P011,A,280.312584960672,112.192787009285,245.075117903652
Env1,P004,P011,B,482.546301700889,544.447035869511,230.178659783754
Env1,P004,P011,C,366.288263077202,33.9337492302658,205.205912170114
Env1,P004,P012,A,97.1393768955338,11.8350240892652,210.327340527884
Env1,P004,P012,B,138.758018420232,116.593116066521,288.190543816266
Env1,P004,P012,C,82.8052977319283,389.93681652607,213.768134958373
Env1,P004,P013,A,508.323488654249,181.47312575987,341.445675700766
Env1,P004,P013,B,51.1437274359774,656.384574297061,242.117691402682
Env1,P004,P013,C,399.430376674462,233.692688646033,75.2960588759806
Env1,P004,P014,A,408.213408498416,669.929166915241,108.878435675626
Env1,P004,P014,B,254.474865757384,53.6678251129755,390.599845576403
Env1,P004,P014,C,256.733084019147,281.874648164947,239.41969326797
Env1,P004,P015,A,327.414770194861,1135.77988415412,208.331295516428
Env1,P004,P015,B,604.595273393356,204.26358091373,273.628087780032
Env1,P004,P015,C,447.59417758707,411.148366382792,189.457832074098
Env1,P004,P016,A,175.500332109001,517.112567623839,72.8593946504463
Env1,P004,P016,B,437.094652918077,578.914299537916,197.121573219457
Env1,P004,P016,C,74.6017366276333,263.713506773636,238.39508024568
Env1,P004,P017,A,321.026689776432,568.474608228407,351.893035405641
Env1,P004,P017,B,156.390773703044,389.484255502827,71.9162213510227
Env1,P004,P017,C,341.397449880667,679.364579311682,186.543206330034
Env1,P004,P018,A,319.249877312153,478.572712828739,1.83077026882166
Env1,P004,P018,B,404.060568173221,95.9678887045533,240.910318385574
Env1,P004,P018,C,413.293323767317,8.95510355068233,80.4501726223559
Env1,P004,P019,A,357.630606521111,322.085759147317,31.6935144858881
Env1,P004,P019,B,365.743624967305,216.652625495117,227.07959372008
Env1,P004,P019,C,67.7063686628675,79.1470141089916,303.279035111958
Env1,P004,P020,A,338.174126088945,304.39871676817,113.829448624398
Env1,P004,P020,B,295.765833516326,161.960650609251,148.7088202114
Env1,P004,P020,C,230.990689985504,467.991419728818,314.410358283732
Env1,P004,P021,A,82.148490605521,612.412749476634,212.852723495389
Env1,P004,P021,B,130.098223823889,384.913304932703,193.982711313732
Env1,P004,P021,C,167.495807609677,179.568736481804,15.9865198866113
Env1,P004,P022,A,483.619920369887,491.07632696172,323.303184708689
Env1,P004,P022,B,444.452685073326,124.60525529994,62.3051495223604
Env1,P004,P022,C,212.750679098834,212.978567682995,266.176988209256
Env1,P004,P023,A,363.892585009663,195.370558158158,191.946220519183
Env1,P004,P023,B,130.079030934817,111.208944518808,291.604963610201
Env1,P004,P023,C,71.6134573673921,65.1342136661256,17.1266987812233
Env1,P004,P024,A,215.100167941509,110.76406502612,174.328619038307
Env1,P004,P024,B,178.941646808258,169.92008995535,208.580296776799
Env1,P004,P024,C,408.381161002592,33.5254286259459,72.8353790931569
Env1,P005,P005,A,175.49889340058,345.906583845964,157.605277717135
Env1,P005,P005,B,185.218186134108,463.766948952025,230.267334420585
Env1,P005,P005,C,160.738832120487,253.093200827404,152.05208468412
Env1,P005,P006,A,685.204259183536,153.44150456425,163.107254610105
Env1,P005,P006,B,164.967165495158,101.77578231538,277.515154106442
Env1,P005,P006,C,160.273374873379,5.73168112242787,101.425865403241
Env1,P005,P007,A,645.017117874335,151.660385622967,47.3342873087771
Env1,P005,P007,B,546.907964933767,11.1765736313831,146.994798065366
Env1,P005,P007,C,824.234026809658,314.639081856206,232.050640653501
Env1,P005,P008,A,401.674717419663,113.682614381678,259.490278021559
Env1,P005,P008,B,391.690415028804,459.490864849237,150.509259790938
Env1,P005,P008,C,575.211252757201,523.999488590179,228.560388539737
Env1,P005,P009,A,420.587412124162,612.145210179624,80.9437073171093
Env1,P005,P009,B,320.492996909008,65.2982135303597,19.9428558232414
Env1,P005,P009,C,189.477810676905,805.126897569761,247.789453575016
Env1,P005,P010,A,573.389309348057,105.943980327485,331.608938682154
Env1,P005,P010,B,103.13989544797,799.496709227184,417.263548672763
Env1,P005,P010,C,225.44890054869,490.760579999264,59.7514423066189
Env1,P005,P011,A,146.022219344845,525.688517430774,170.591395853692
Env1,P005,P011,B,237.307709908862,291.403606805453,121.01377700033
Env1,P005,P011,C,289.656615569485,347.16804144749,121.878045170747
Env1,P005,P012,A,420.543066286836,165.842139702862,139.620483600303
Env1,P005,P012,B,319.035841685259,465.413420288978,196.119885733634
Env1,P005,P012,C,671.847076013894,41.3393265443315,300.402761195599
Env1,P005,P013,A,357.075777798316,627.312409020709,24.7206164810517
Env1,P005,P013,B,78.4226003967205,469.099976131386,133.741190954209
Env1,P005,P013,C,201.599473288774,393.415115256741,109.154309938268
Env1,P005,P014,A,80.2382031261889,7.0212834331078,69.0775080890971
Env1,P005,P014,B,38.7405853811702,65.7460497720465,288.660150930405
Env1,P005,P014,C,248.298240801436,74.1831945736945,177.996262329325
Env1,P005,P015,A,29.5709723491619,287.933197713286,73.0935915397144
Env1,P005,P015,B,339.721475590205,654.283063744174,53.1442779302506
Env1,P005,P015,C,434.87004463083,334.984423641464,243.356281679101
Env1,P005,P016,A,310.908518164531,234.417612696962,295.156242876029
Env1,P005,P016,B,394.764109155176,543.615557910813,159.695432024822
Env1,P005,P016,C,131.317576804542,498.339870715665,288.805154833174
Env1,P005,P017,A,124.892249536501,119.735745199741,466.903780283138
Env1,P005,P017,B,388.375552106813,649.841433827544,10.4520724590151
Env1,P005,P017,C,144.636303704175,173.709595203934,82.2588470378136
Env1,P005,P018,A,582.757179844397,741.380136658336,201.137038384435
Env1,P005,P018,B,310.78974354853,283.750686514374,139.467636175548
Env1,P005,P018,C,431.18320055164,525.874302540401,157.559812381027
Env1,P005,P019,A,118.782591750562,292.986201921483,127.0828495064
Env1,P005,P019,B,144.168924090261,358.356550452576,207.892325750391
Env1,P005,P019,C,657.213606125895,693.270524263665,88.4058310336148
Env1,P005,P020,A,83.9085311046362,265.255196342045,411.210769041618
Env1,P005,P020,B,201.836803764804,365.083734527547,120.059165679669
Env1,P005,P020,C,240.22597387917,413.669343602021,123.928708723656
Env1,P005,P021,A,243.746219407438,93.1591551771964,258.348506845309
Env1,P005,P021,B,46.9869133832317,116.281156581937,204.0440236236
Env1,P005,P021,C,533.190269268558,538.254855444417,228.18452080055
Env1,P005,P022,A,526.408935134926,809.017928834115,179.990909871285
Env1,P005,P022,B,47.5145596981127,43.7576741847397,110.872847210983
Env1,P005,P022,C,11.275063539908,355.479792206632,241.115378606334
Env1,P005,P023,A,170.773526008614,107.598142328965,167.50702591683
Env1,P005,P023,B,61.7850888460394,326.788102859431,274.822476100208
Env1,P005,P023,C,197.202070180242,99.1055035688383,200.831256660947
Env1,P005,P024,A,258.995939190901,357.010194709052,141.537672033846
Env1,P005,P024,B,195.344551162729,413.158574296851,78.8855904896801
Env1,P005,P024,C,437.428233387911,413.38641135191,387.682902005234
Env1,P006,P006,A,262.42743630226,468.53092180387,73.300903136848
Env1,P006,P006,B,415.364857144179,51.4279242610749,99.5689806899719
Env1,P006,P006,C,86.0834253078005,140.950682154046,177.665617942928
Env1,P006,P007,A,233.957692733249,473.370276524381,273.946969049297
Env1,P006,P007,B,65.9766077597485,308.675403082342,170.251330300249
Env1,P006,P007,C,224.693457014731,262.290284270482,266.461451611504
Env1,P006,P008,A,407.771199471135,362.699792550485,129.030884930126
Env1,P006,P008,B,159.137692263146,150.822098830089,101.791540928853
Env1,P006,P008,C,30.6345964704303,526.378810586949,380.810937302128
Env1,P006,P009,A,0.338079671452229,206.931547194284,272.526064137938
Env1,P006,P009,B,68.8507682816507,629.610966509382,101.608729387101
Env1,P006,P009,C,510.073563192386,395.169646347991,183.052369244287
Env1,P006,P010,A,62.6141118857659,176.485792023456,178.595565688391
Env1,P006,P010,B,29.7101360959199,17.342633206848,274.620560093505
Env1,P006,P010,C,359.465448457606,617.01230189231,276.749845317086
Env1,P006,P011,A,254.211065693674,326.645183773311,309.954890744382
Env1,P006,P011,B,112.274761088852,435.798329510314,180.684065487321
Env1,P006,P011,C,453.708873908643,278.367992999608,282.457015669035
Env1,P006,P012,A,106.580823062216,616.428680541685,168.646546647866
Env1,P006,P012,B,735.076379298192,34.7670261244647,216.561489997351
Env1,P006,P012,C,685.31385032377,353.670986749137,144.002134021035
Env1,P006,P013,A,467.055539434011,170.734516499674,145.964610459561
Env1,P006,P013,B,366.375728695644,142.086213210761,239.58467074702
Env1,P006,P013,C,197.550034686112,411.064818934278,163.935059398556
Env1,P006,P014,A,350.565813265714,148.347296606575,93.7834475663847
Env1,P006,P014,B,439.037760073484,295.416756238919,177.822679475504
Env1,P006,P014,C,722.712325383237,202.460963593698,283.996857653761
Env1,P006,P015,A,46.5532949171615,481.165797921936,183.965585816037
Env1,P006,P015,B,73.3730236420504,231.5608992463,167.3593112342
Env1,P006,P015,C,309.454800184416,293.50228021245,103.097606498931
Env1,P006,P016,A,216.520599442375,315.093644768528,253.80013763358
Env1,P006,P016,B,358.47335422388,164.269373781119,272.744478778322
Env1,P006,P016,C,160.774666487522,511.928187944348,169.971944496559
Env1,P006,P017,A,145.25628121447,659.870336461674,382.582386439936
Env1,P006,P017,B,791.907271047804,167.464484058268,84.6244954604684
Env1,P006,P017,C,59.4542298746272,572.760905231676,186.224618035966
Env1,P006,P018,A,216.127637659834,529.091569557709,405.335596306769
Env1,P006,P018,B,503.463245126732,397.819271274006,297.031609954353
Env1,P006,P018,C,553.110027890903,119.505142872756,193.242718903496
Env1,P006,P019,A,297.891724412282,102.267054303493,291.522843975804
Env1,P006,P019,B,157.24175731826,529.617627299088,216.24427096175
Env1,P006,P019,C,55.2500379113852,356.093807277874,123.043982235553
Env1,P006,P020,A,680.567428775245,237.529449770269,6.07724984585761
Env1,P006,P020,B,228.295331936931,58.4969434436021,88.6764136500607
Env1,P006,P020,C,478.379742279856,194.078346028123,223.094535099063
Env1,P006,P021,A,532.564403330133,261.329818736949,84.5952515453425
Env1,P006,P021,B,62.0357260267472,299.759273598401,252.007323248356
Env1,P006,P021,C,450.813000935703,464.095453029167,123.444156049326
Env1,P006,P022,A,72.554424344101,982.801857665327,258.719448650305
Env1,P006,P022,B,311.380407986397,266.778193744183,167.800178743145
Env1,P006,P022,C,497.927737642696,874.006711322252,143.17071712016
Env1,P006,P023,A,202.582289463299,494.532380395065,322.099199062083
Env1,P006,P023,B,89.1989359911374,190.076200551222,179.940557615836
Env1,P006,P023,C,83.3205005973306,90.631429415345,144.408964231312
Env1,P006,P024,A,406.05411575953,457.83137242198,374.891696564828
Env1,P006,P024,B,86.3376389304756,361.397199739454,76.5604591528498
Env1,P006,P024,C,249.062165043396,259.301486436839,147.582454577929
Env1,P007,P007,A,98.7695641081851,249.957827112565,229.029288592188
Env1,P007,P007,B,137.339229601995,516.853475570155,437.427705285782
Env1,P007,P007,C,61.3379171255786,542.609904776519,60.1733642035928
Env1,P007,P008,A,401.354871304974,725.470161694632,115.661962071142
Env1,P007,P008,B,403.114647541459,430.990405718315,73.6251125672684
Env1,P007,P008,C,225.469434016044,444.906275641884,119.59270894288
Env1,P007,P009,A,370.974633918389,1051.4818171184,127.612893923151
Env1,P007,P009,B,523.572663762229,21.7001648363479,155.616781741471
Env1,P007,P009,C,321.472390164023,657.954247814398,218.462765124595
Env1,P007,P010,A,349.368275552918,129.960301397151,272.677486920613
Env1,P007,P010,B,10.0475744389023,381.817565792314,218.739721273354
Env1,P007,P010,C,55.9624305907909,284.648489584242,14.8220557150387
Env1,P007,P011,A,284.271650255421,660.418904696459,264.201693887032
Env1,P007,P011,B,306.041505382284,160.640918497869,317.362925473063
Env1,P007,P011,C,382.295922730666,71.0398423482686,31.9798360901828
Env1,P007,P012,A,168.203226581426,527.224622241794,28.6719081042026
Env1,P007,P012,B,543.957695466185,225.946525623307,157.117103426593
Env1,P007,P012,C,699.366695246752,179.444895720328,290.449589831884
Env1,P007,P013,A,121.506447890938,760.519013369371,131.914088293727
Env1,P007,P013,B,374.836007193136,395.27042122392,150.024454552581
Env1,P007,P013,C,789.353591957391,406.857650694679,353.894414453026
Env1,P007,P014,A,706.047590598014,220.145096137041,168.362994083859
Env1,P007,P014,B,246.023106576758,580.308575871489,344.110990759343
Env1,P007,P014,C,90.2956737925696,256.825807791657,367.682700591382
Env1,P007,P015,A,166.213294028579,329.881899399729,293.162074563858
Env1,P007,P015,B,684.305658376851,399.063125117131,202.746070712688
Env1,P007,P015,C,224.479971708312,253.544520971039,178.18967423837
Env1,P007,P016,A,529.05304467341,671.596152847939,80.4089476630558
Env1,P007,P016,B,53.382714824339,586.39305303638,247.890055789498
