"","Trait.1","Trait.1_gv"
"11596",151.28,149.111362738027
"11597",149.12,147.639848395271
"11598",148.06,145.132316510003
"11599",155.92,156.802943034718
"11600",144.2,147.906915509412
"11601",140.15,147.808978661893
"11602",149.95,148.648318701327
"11603",146.81,144.582066638916
"11604",156.57,146.160625214907
"11605",147.57,145.102328643909
"11606",161.09,152.215040625444
"11607",141.41,143.573452120364
"11608",141.22,146.763312911544
"11609",142.79,142.994362833042
"11610",152.26,149.078350040778
"11611",142.7,144.359808116865
"11612",143.23,146.50433643336
"11613",145.48,148.144527555329
"11614",144.12,146.533023556441
"11615",148.69,149.964099450756
"11616",148.54,147.825711863658
"11617",153.4,148.703838588029
"11618",161.91,152.302935636007
"11619",152.69,150.354240581894
"11620",138.96,147.060765277325
"11621",140.65,151.140227322872
"11622",151.71,154.238381232182
"11623",165.55,151.588946601176
"11624",155.73,151.219266106549
"11625",139.15,144.855638967096
"11626",142.1,148.594695088557
"11627",160.97,152.461506806511
"11628",147.11,150.175869650478
"11629",146.19,145.951191404882
"11630",166.36,153.183576102569
"11631",146.92,148.340678131317
"11632",143.59,149.515115004325
"11633",152.44,155.624566418882
"11634",143.24,146.968074717141
"11635",156.69,150.924386795173
"11636",159.11,153.279779765899
"11637",167.1,154.947255198414
"11638",147.91,147.838436291573
"11639",132.78,146.666937332697
"11640",159.23,150.23347930342
"11641",156.9,143.12889635762
"11642",137.34,145.196309747787
"11643",155.65,153.609704591651
"11644",148.17,145.916942682842
"11645",137.36,143.929887118841
"11646",146.91,148.791959770431
"11647",139.51,144.887177851027
"11648",149.66,147.186144299749
"11649",155.77,148.207456361831
"11650",160.54,152.198675511255
"11651",152.82,148.541250315597
"11652",154.04,150.232669183435
"11653",153.22,151.473244456733
"11654",143.61,149.430165396654
"11655",147.78,148.927161284584
"11656",138.33,144.762082049051
"11657",130.42,145.95329252987
"11658",141.46,146.837370937808
"11659",159.85,147.302401765586
"11660",169.4,153.088132719212
"11661",147.27,148.945018766514
"11662",162,157.975132294767
"11663",151.27,152.75607287942
"11664",160.62,153.91932678936
"11665",145.33,149.530459919416
"11666",166.9,162.640585476424
"11667",129.96,143.597268706289
"11668",134.26,143.402958423111
"11669",145.38,150.846612790199
"11670",132.78,136.600833357653
"11671",142.12,153.720301720883
"11672",133.88,142.788903699133
"11673",137.63,147.241991701504
"11674",148.33,151.987757333185
"11675",148.74,151.396662681027
"11676",155.94,148.065534658163
"11677",162.94,148.91279982813
"11678",161.54,155.091461435673
"11679",166.72,157.236776081945
"11680",160.27,150.713015499884
"11681",142.12,149.952492062991
"11682",150.21,148.553609773131
"11683",152.66,155.233127283453
"11684",141.37,142.636755146611
"11685",170.86,156.014273636592
"11686",155.27,146.404757609621
"11687",155.99,151.398399728057
"11688",141.99,145.06134893739
"11689",150.8,150.300019850028
"11690",155.63,152.504624418611
"11691",155.72,151.247643042535
"11692",158.65,154.519442478396
"11693",143.73,151.241029487339
"11694",146.88,149.789275025869
"11695",142.16,147.276646592429
"11696",155.78,150.154671325091
"11697",131.74,151.733664724598
"11698",153.16,151.313608609529
"11699",148.15,147.198366247513
"11700",159.89,149.203692305279
"11701",145.21,149.431220816222
"11702",151.28,150.096671646822
"11703",164.46,159.598634924609
"11704",150.63,146.419788098458
"11705",148.26,149.472451945398
"11706",138.37,148.134465923467
"11707",149.07,145.229799560538
"11708",168.61,154.682288806414
"11709",143.65,149.540778957159
"11710",148.19,147.952814474158
"11711",158.38,153.564869697688
"11712",142.27,145.421454195669
"11713",154.11,150.481827292113
"11714",140.35,148.952822820989
"11715",155.11,150.63983491712
"11716",161.95,149.486678319667
"11717",154.97,153.095821692673
"11718",156.41,149.910400040869
"11719",149.28,152.312396109271
"11720",153.45,153.149434988963
"11721",149.34,151.820185895276
"11722",163.83,162.227334038852
"11723",154.61,154.888181559817
"11724",129.78,141.348573033952
"11725",164.14,152.696515822665
"11726",150.51,148.174109776163
"11727",150.56,152.847618882155
"11728",144.05,145.528529305951
"11729",165.16,150.953561110293
"11730",133.73,143.775847456558
"11731",150.02,156.129894151999
"11732",162.13,159.181604901967
"11733",143.58,144.303367223661
"11734",162.69,152.975329645487
"11735",155.58,152.546847133044
"11736",157.04,148.640024792857
"11737",146.6,153.084594063077
"11738",156.78,158.96839852252
"11739",150.97,154.391352752001
"11740",151.84,146.739876685924
"11741",155.17,149.340323425222
"11742",143.18,147.475156560141
"11743",156.49,156.504490837535
"11744",155.16,155.568685213195
"11745",158.26,154.670269272764
"11746",142.05,144.35490319979
"11747",154.02,151.864661572148
"11748",150.61,156.66785864095
"11749",157.1,156.513978554132
"11750",158.73,155.482640718641
"11751",160.14,150.106221266713
"11752",164.59,155.159665650076
"11753",168.99,155.15291383246
"11754",153.28,153.627781323461
"11755",153.89,152.972241697706
"11756",161.05,158.38166562617
"11757",164.34,161.054474131133
"11758",152.6,153.215110053431
"11759",156.59,148.309521362797
"11760",143.72,149.715314024753
"11761",122.14,140.779430690543
"11762",148.56,145.856903029411
"11763",154.13,150.850274259943
"11764",151.96,147.343783138554
"11765",140.26,144.61789594682
"11766",146.62,146.427519930323
"11767",130.83,143.831676542159
"11768",122.17,140.759481546959
"11769",148.28,144.307096341568
"11770",136.59,142.984351007341
"11771",131.78,149.814759140244
"11772",137.64,145.647550058128
"11773",156.4,151.294129500725
"11774",151.68,150.119541899893
"11775",152.3,149.294667214047
"11776",153.3,150.961524156149
"11777",152.85,150.270198249882
"11778",153.91,149.382830313035
"11779",140.55,145.238015127273
"11780",166.79,156.450847906969
"11781",151.34,149.244802130583
"11782",154.65,147.818859523508
"11783",140.39,141.345989524047
"11784",152.3,149.281508469682
"11785",136.3,146.683601071872
"11786",142.48,148.14309357706
"11787",140.45,140.328254800413
"11788",137.61,149.651325988495
"11789",144.79,141.718891145955
"11790",157.98,152.275993536184
"11791",143.09,147.335676453188
"11792",152.15,153.377315923985
"11793",160.04,144.091041127265
"11794",155.53,147.438222187135
"11795",144.8,153.585538570241
"11796",152.46,153.845807205343
"11797",147.2,147.909179066468
"11798",143.85,146.070776952568
"11799",158.56,149.975917152976
"11800",161.24,153.289279106009
"11801",149.66,146.133684059041
"11802",155.43,152.547288447932
"11803",143.95,147.427969231472
"11804",150.43,145.548278392564
"11805",147.46,145.783714649161
"11806",138.4,146.032973510463
"11807",159.17,152.328178896201
"11808",134.17,139.203383751653
"11809",147.09,147.116798846698
"11810",144.66,145.427831768002
"11811",156.6,156.036960857608
"11812",138.42,143.37002258027
"11813",147.46,152.047613678333
"11814",137.45,145.839453678131
"11815",171.84,153.281627640314
"11816",145.25,146.621398381297
"11817",148.06,148.958509368647
"11818",160.58,159.193297840747
"11819",151.3,155.991929329461
"11820",147.66,151.329416488268
"11821",151.06,149.231287799156
"11822",146.21,146.709150828716
"11823",155.46,152.888529343779
"11824",159.36,154.001203548653
"11825",163.4,148.21573146486
"11826",142.3,146.768169152821
"11827",158.83,161.913245124291
"11828",158.57,158.238725252327
"11829",147.07,146.929913360806
"11830",151.27,144.750131853965
"11831",163.35,155.139920677561
"11832",143.21,149.568547891782
"11833",152.09,145.635366800334
"11834",138.67,141.38745935399
"11835",148.54,154.574045536325
"11836",150.2,148.967045289589
"11837",140.39,148.580804252998
"11838",151.09,152.50094186656
"11839",156.38,150.908745405991
"11840",142.63,145.863745468989
"11841",152.1,151.817215018263
"11842",135.28,144.409681547038
"11843",148.68,150.506294665799
"11844",144.03,146.395085569436
"11845",157.1,151.806718094126
"11846",168.29,159.586555397179
"11847",145.13,150.069567549727
"11848",160.32,161.807791204679
"11849",129.7,140.54728616196
"11850",155.71,156.379585103314
"11851",154.41,149.094787202803
"11852",144.89,139.735206763639
"11853",140.37,147.380286128655
"11854",149.74,150.33409954765
"11855",147.64,139.580014861424
"11856",143.71,144.635382049107
"11857",171.99,162.797265534853
"11858",149.55,150.018713941385
"11859",146.12,142.660412761698
"11860",134.21,146.100726871596
"11861",148.64,153.440309849487
"11862",149.25,149.021638315635
"11863",162.13,154.401261431596
"11864",164.82,152.94447677799
"11865",157.94,147.764728358684
"11866",166.93,154.844170390052
"11867",154.54,151.535779703754
"11868",147.18,153.712432600416
"11869",148.37,150.610734274111
"11870",154.57,152.188517526029
"11871",144.26,150.746621321947
"11872",142.16,141.493222184975
"11873",142.07,149.318317921234
"11874",133.99,143.154926472906
"11875",145.24,150.414835524642
"11876",160.2,156.27305629065
"11877",145.39,147.689695623683
"11878",151.81,147.681966809113
"11879",143.53,144.046752780142
"11880",155.14,153.068491390165
"11881",134.5,149.212180638438
"11882",142.84,148.304474700065
"11883",145.25,146.467933528535
"11884",145.03,148.366311100499
"11885",157.8,152.581251227989
"11886",140.82,146.113549436867
"11887",130.73,139.54754183511
"11888",166.95,158.457462999015
"11889",158.95,155.592835106329
"11890",146.39,150.406771687789
"11891",147.24,146.640267811165
"11892",147.76,151.804519359979
"11893",168.26,156.095679934481
"11894",162.05,155.630338350045
"11895",145.76,150.409242494065
"11896",154.42,151.567277984447
"11897",155.74,155.332894697074
"11898",142.27,144.792462083967
"11899",151.57,143.560841301595
"11900",152.23,152.259665642931
"11901",154.98,153.568768504493
"11902",156.8,156.284214568572
"11903",151.17,158.569368543871
"11904",142.45,145.367754540108
"11905",152.9,149.221816253674
"11906",150.02,146.909936797881
"11907",133.69,144.786372123187
"11908",142.52,147.982222610158
"11909",170.07,156.646977944453
"11910",154.89,157.914622651251
"11911",150.6,153.767353984635
"11912",153.12,150.107874602331
"11913",149.18,150.675305013398
"11914",151.34,152.866338707064
"11915",143.72,152.662698336348
"11916",159.35,152.192251849512
"11917",135.97,146.049483837413
"11918",142.24,148.322673143389
"11919",149.53,158.586012995314
"11920",152.96,146.052063231746
"11921",133.28,145.274502730192
"11922",165.91,155.917293924025
"11923",154.19,150.346267284278
"11924",138.92,145.247865909088
"11925",153.17,150.98961966388
"11926",149.44,148.03556033957
"11927",144.83,145.981594924056
"11928",149.8,156.071607291999
"11929",151.02,150.558361157139
"11930",151.59,150.182019442644
"11931",153.31,154.296601199541
"11932",154.41,155.150811701579
"11933",144.34,148.226691137636
"11934",149.86,149.895835470888
"11935",164.37,164.009184978668
"11936",153.56,148.182727229472
"11937",157.21,151.456314090759
"11938",132.92,143.971343324581
"11939",147.33,151.472566752577
"11940",146.01,148.607823653739
"11941",150.1,153.217196816887
"11942",152.2,159.220495427798
"11943",155.53,155.554518400792
"11944",166.11,158.997171802604
"11945",157.73,156.35044115075
"11946",141.8,150.617938189751
"11947",156.19,145.295841400101
"11948",143.01,146.542327887393
"11949",154.31,154.449989438647
"11950",153.51,148.454572946712
"11951",146.04,155.278018187604
"11952",151.35,150.552294152209
"11953",153.38,154.089230547785
"11954",157.02,154.33570393962
"11955",164.63,159.58439091692
"11956",145.22,147.587933123452
"11957",150.15,146.801433612615
"11958",170.64,159.222745937692
"11959",161.43,154.823276989709
"11960",155.54,149.383565603901
"11961",162.53,150.72879437274
"11962",140.88,145.889652563247
"11963",150.71,150.353738412562
"11964",155.05,151.569495873761
"11965",152.8,151.402163726367
"11966",136.88,147.360334994432
"11967",138.89,143.403466929942
"11968",151.79,155.741228267548
"11969",151,149.589748092112
"11970",141.3,147.195445406494
"11971",155.48,149.358891332858
"11972",142.63,144.739654919569
"11973",132.42,140.958260072355
"11974",152.2,151.472157563774
"11975",152.1,147.799500391839
"11976",133.9,147.614124593859
"11977",148.72,142.202801429867
"11978",140.54,147.893247666795
"11979",143.06,143.100113165093
"11980",160.68,154.359059972997
"11981",154.4,148.403167813818
"11982",145.45,142.694878024527
"11983",128.07,146.578396896713
"11984",169.73,156.594904655448
"11985",137.58,147.161827671524
"11986",151.51,152.659990912196
"11987",144.87,146.810563724525
"11988",130.9,144.232023493741
"11989",160.08,157.604677002534
"11990",145.07,143.643082847134
"11991",140.27,145.223945701508
"11992",155.85,150.633378605722
"11993",150.47,150.442890705312
"11994",147.41,150.785069087059
"11995",146.5,148.991392110507
"11996",146.9,146.722639013595
"11997",134.87,147.427350319692
"11998",139.85,145.267908040746
"11999",159.42,148.088531260764
"12000",156.09,148.451790477244
"12001",154.99,149.100160037404
"12002",141.92,151.968814945377
"12003",163.83,151.994318798716
"12004",146,153.066483417694
"12005",166.42,156.527867667442
"12006",143.62,142.812123044975
"12007",148.56,150.470393899446
"12008",161.78,149.875080360916
"12009",145.23,152.425140329207
"12010",144.94,145.313857893311
"12011",163.18,155.934162390067
"12012",141.79,144.396564820083
"12013",133.76,135.815076060271
"12014",140.4,143.799642883642
"12015",138.71,144.170728944857
"12016",143.41,150.725390145049
"12017",147.67,148.319554070922
"12018",147.21,147.287051191515
"12019",129.93,134.504068005275
"12020",158.16,150.504698777477
"12021",143.28,140.534577091116
"12022",154.82,146.237796803547
"12023",142.51,140.845811114449
"12024",149.72,148.536121958649
"12025",136.81,145.487518937191
"12026",141.69,145.819001407165
"12027",148.81,144.744256473706
"12028",131.02,141.278602282361
"12029",153.6,148.692639464557
"12030",144.48,147.494567885307
"12031",141.99,148.199648391866
"12032",134.79,137.746429441818
"12033",149.28,150.911418175601
"12034",150.67,153.259032530657
"12035",148.64,148.428064267034
"12036",156.15,145.390129336062
"12037",137.09,142.64635205839
"12038",123.92,129.563634246499
"12039",157.64,154.223559921706
"12040",137.37,138.525229640095
"12041",142.66,139.82013157573
"12042",138.15,141.875644938429
"12043",158.69,150.794706969566
"12044",136.13,135.151546588156
"12045",149.93,148.055894774624
"12046",120.65,132.857433280729
"12047",173.06,155.569430380485
"12048",131.86,137.670401625981
"12049",148.07,142.740227241027
"12050",147.12,143.334795144516
"12051",127.04,137.917797458774
"12052",155.2,154.896100171886
"12053",148.63,148.628854439633
"12054",144.52,148.751928865087
"12055",152.93,144.50262973815
"12056",158.29,153.832793374642
"12057",137.89,134.497559643617
"12058",129.89,137.331152276653
"12059",144.07,142.701294660594
"12060",138.48,142.053869462582
"12061",152.19,150.272162396426
"12062",150.64,148.107382715807
"12063",144.3,152.830015916808
"12064",154.03,150.292202936676
"12065",140.94,147.875627402155
"12066",159.45,152.680313265812
"12067",157.55,152.731919132433
"12068",152.6,148.699797263109
"12069",157.02,158.767712884197
"12070",152.05,157.513770299283
"12071",153.58,149.41177683817
"12072",160.73,159.013123529211
"12073",152.07,156.739237744951
"12074",167,155.143168111814
"12075",125.05,137.783404245093
"12076",141.09,143.32012781655
"12077",153.55,154.29838879005
"12078",154.88,149.673999171131
"12079",136.04,144.163737535782
"12080",151.83,146.077069785795
"12081",155.64,152.427566275931
"12082",143.47,148.059909212521
"12083",156.5,159.415491442746
"12084",145.3,148.645304716529
"12085",157.27,155.584247221451
"12086",151.76,141.688985968206
"12087",156.38,155.167385951884
"12088",135.08,148.96926161828
"12089",164.83,149.136807128816
"12090",157.26,158.843447003658
"12091",161.3,156.789545215796
"12092",146.19,146.598684097033
"12093",140.45,145.302700115459
"12094",168.44,161.615561124533
"12095",141.67,150.004496394804
"12096",134.87,150.586623437476
"12097",135.15,138.467987492245
"12098",166.35,154.321924497464
"12099",155.17,152.503083743931
"12100",134.67,141.343871237732
"12101",140.14,147.781731060866
"12102",143.74,147.904384820841
"12103",143.81,146.673494442869
"12104",156.74,153.404951787514
"12105",138.84,145.150777591303
"12106",147.31,144.821137818976
"12107",154.44,145.442290785464
"12108",147.13,151.243033110613
"12109",162.04,157.674062270728
"12110",144.85,144.43676395006
"12111",143.86,144.265374228529
"12112",157.24,157.647981943402
"12113",145.31,146.834051834732
"12114",149.5,154.293551677895
"12115",145.09,145.919930631102
"12116",156.27,150.471913761827
"12117",144.81,150.753498107649
"12118",166.85,156.359703178743
"12119",142.57,147.817408363037
"12120",147.48,147.099626933566
"12121",145.9,143.571679172995
"12122",146.04,144.319149173014
"12123",144.73,138.457870547742
"12124",154.33,147.000267394024
"12125",139.5,140.571139265637
"12126",156.73,152.438992896819
"12127",137.38,141.425065423548
"12128",153.45,145.59197781073
"12129",129.57,141.631918771946
"12130",147.82,148.537396476074
"12131",151.84,155.049325809193
"12132",148.01,150.095130474077
"12133",151.04,150.453641582375
"12134",151.06,143.852045834699
"12135",146.01,152.130758386397
"12136",167,160.293424346587
"12137",149.72,153.116964059959
"12138",154.79,154.59795001274
"12139",125.52,139.913813366337
"12140",141.64,139.752985457627
"12141",161.52,152.190430597715
"12142",161.93,159.017265095986
"12143",145.91,147.13044784441
"12144",151.81,156.621970072852
"12145",155.53,156.32567351188
"12146",156.99,155.002762447193
"12147",146.92,147.976197682069
"12148",135.85,139.132885142921
"12149",142.58,144.908111144965
"12150",143.04,144.073561451332
"12151",149.12,144.487683776551
"12152",152.13,152.953305911121
"12153",163.23,158.47374531432
"12154",142.59,152.527055185156
"12155",137.28,143.934018150813
"12156",146.47,143.76467866042
"12157",153.5,149.321543832083
"12158",141.99,138.526374692003
"12159",144.81,157.679804764122
"12160",151.1,152.617896436763
"12161",152.83,147.221490870595
"12162",135.91,141.05217760082
"12163",158.35,150.682335337628
"12164",132.49,141.789629153578
"12165",153.5,152.051132711883
"12166",138.29,146.00309650917
"12167",141.88,144.82661216031
"12168",147.35,143.745056947078
"12169",154.6,148.26324678847
"12170",150.97,148.41781753338
"12171",134.83,136.008812614318
"12172",155.74,151.731052049264
"12173",154.56,152.236827156719
"12174",141.86,145.382752641907
"12175",135.76,145.93263265595
"12176",131.75,143.569846454695
"12177",146.58,143.922002460389
"12178",154.05,151.568577893104
"12179",148.92,150.881016955534
"12180",145.08,143.003307578277
"12181",153.02,148.707828195314
"12182",142.3,141.133514085504
"12183",145.68,149.411129227492
"12184",144.19,150.710985653382
"12185",145.62,143.075839020049
"12186",154.54,151.246422237973
"12187",148.76,147.507889224495
"12188",130.71,145.292478668874
"12189",163.12,155.657339360018
"12190",164.31,156.315571848798
"12191",152.23,155.910118642733
"12192",149.99,146.789438233501
"12193",138.33,145.425792082499
"12194",146.54,154.037004522055
"12195",153.09,150.149756547118
"12196",154.13,150.760964538903
"12197",142.02,147.617326202242
"12198",165.57,158.204040332642
"12199",160.19,154.031381137182
"12200",154.78,157.821134563695
"12201",153.22,150.390045092935
"12202",140.54,148.516351109914
"12203",157.99,153.427786090273
"12204",143.68,145.814985002535
"12205",152.15,147.379466695516
"12206",145.34,150.973051798449
"12207",163.18,152.800423108314
"12208",151.57,146.230643612849
"12209",160.87,152.743073341847
"12210",143.81,146.997974813026
"12211",141.07,141.127036202432
"12212",142.46,145.245823437079
"12213",149.44,145.637133720389
"12214",146.5,142.196550543303
"12215",158.39,151.845211589774
"12216",142.04,149.636388334523
"12217",151.59,147.614783668721
"12218",148.3,147.909928189742
"12219",149.71,149.922783128176
"12220",150.9,145.744076209159
"12221",139.29,146.153150355286
"12222",151.59,149.041376408027
"12223",155.49,153.860396444746
"12224",152.6,153.451084044935
"12225",156.41,154.41891327631
"12226",159.17,154.202695412923
"12227",164.64,154.862099417246
"12228",145.68,146.06251502819
"12229",139.37,143.168669267206
"12230",158.18,152.350847478782
"12231",176.45,157.801863910875
"12232",140.01,142.394804917359
"12233",148.13,148.300574290204
"12234",143.7,146.730163268932
"12235",139.55,146.349345101248
"12236",146.15,150.723617369931
"12237",160.34,154.833293578589
"12238",155.08,152.729906768435
"12239",148.87,150.946552026684
"12240",146.7,149.863782215099
"12241",140.01,146.992119776757
"12242",146.86,146.504003186394
"12243",153.48,157.211981578784
"12244",164.32,162.203989998396
"12245",150.94,150.459191708022
"12246",150.71,147.329833912718
"12247",135.13,146.175564593189
"12248",132.44,144.174067751326
"12249",139.15,142.057006753151
"12250",152.74,150.537265664253
"12251",143.81,143.597463130448
"12252",153.46,150.794573109357
"12253",149.63,151.63443675319
"12254",145.43,144.867818450321
"12255",152.19,147.908368533983
"12256",143.23,151.423031085784
"12257",153.85,153.911713423003
"12258",151.09,152.94833420139
"12259",154.69,145.24192877778
"12260",134.36,147.795315022721
"12261",149.12,150.542955172244
"12262",157.65,156.621730253393
"12263",140.98,151.846332819953
"12264",145.19,145.822207152055
"12265",154.89,145.888760546391
"12266",147.04,151.944633182564
"12267",162.81,154.219030732704
"12268",132.61,144.885573395001
"12269",148.12,146.724671420922
"12270",157.19,150.273558675224
"12271",165.36,155.653569549668
"12272",143.38,149.340518365911
"12273",150.54,151.954660620198
"12274",153.16,149.819074916415
"12275",169.57,156.720664583741
"12276",153.97,150.472857056674
"12277",149.68,144.113888595293
"12278",157.89,153.084448725688
"12279",150.39,153.20802200653
"12280",158.27,154.766702133487
"12281",143.26,145.274737883769
"12282",153.34,151.599294658629
"12283",158.9,156.268533896176
"12284",149.26,155.189381396031
"12285",132.96,138.967559220501
"12286",137.35,143.15205456903
"12287",158.17,162.746633496235
"12288",146.89,150.90189501799
"12289",161.54,150.750244651919
"12290",156.63,156.117584395708
